AREAGEOGRAFICA|CAPSCUOLA|CODICECOMUNESCUOLA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECARATTERISTICASCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDICAZIONESEDEDIRETTIVO|INDICAZIONESEDEOMNICOMPRENSIVO|INDIRIZZOEMAILSCUOLA|INDIRIZZOPECSCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|SITOWEBSCUOLA|ANNOSCOLASTICO_x|INDIRIZZO_TOT|index|ANNOSCOLASTICO_y|ORDINESCUOLA|ANNOCORSO|FASCIAETA|ALUNNI|Statale_Paritaria
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290381|201617|SCUOLA SECONDARIA II GRADO|2|15 anni|158|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290382|201617|SCUOLA SECONDARIA II GRADO|2|16 anni|12|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290383|201617|SCUOLA SECONDARIA II GRADO|2|17 anni|2|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290384|201617|SCUOLA SECONDARIA II GRADO|3|15 anni|4|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290385|201617|SCUOLA SECONDARIA II GRADO|3|16 anni|128|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290386|201617|SCUOLA SECONDARIA II GRADO|3|17 anni|19|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290387|201617|SCUOLA SECONDARIA II GRADO|3|18 anni|6|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290388|201617|SCUOLA SECONDARIA II GRADO|3|> di 18 anni|1|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290389|201617|SCUOLA SECONDARIA II GRADO|4|16 anni|3|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290390|201617|SCUOLA SECONDARIA II GRADO|4|17 anni|110|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290391|201617|SCUOLA SECONDARIA II GRADO|4|18 anni|22|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290392|201617|SCUOLA SECONDARIA II GRADO|4|> di 18 anni|2|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290393|201617|SCUOLA SECONDARIA II GRADO|5|17 anni|2|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290394|201617|SCUOLA SECONDARIA II GRADO|5|18 anni|107|S
NORD OVEST|10156|L219|TOPS22000X|TOPS22000X|GIORDANO BRUNO|GIORDANO BRUNO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS22000X@istruzione.it|tops22000x@pec.istruzione.it|VIA MARINUZZI, 1 - TORINO|TORINO|PIEMONTE|www.gbruno.it|201718|VIA MARINUZZI, 1 - TORINO, TORINO, Italia|290395|201617|SCUOLA SECONDARIA II GRADO|5|> di 18 anni|25|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290413|201617|SCUOLA SECONDARIA II GRADO|1|14 anni|182|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290414|201617|SCUOLA SECONDARIA II GRADO|1|15 anni|18|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290415|201617|SCUOLA SECONDARIA II GRADO|1|16 anni|1|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290416|201617|SCUOLA SECONDARIA II GRADO|1|17 anni|1|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290417|201617|SCUOLA SECONDARIA II GRADO|1|< di 14 anni|16|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290418|201617|SCUOLA SECONDARIA II GRADO|2|14 anni|23|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290419|201617|SCUOLA SECONDARIA II GRADO|2|15 anni|191|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290420|201617|SCUOLA SECONDARIA II GRADO|2|16 anni|19|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290421|201617|SCUOLA SECONDARIA II GRADO|2|17 anni|2|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290422|201617|SCUOLA SECONDARIA II GRADO|3|15 anni|22|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290423|201617|SCUOLA SECONDARIA II GRADO|3|16 anni|181|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290424|201617|SCUOLA SECONDARIA II GRADO|3|17 anni|21|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290425|201617|SCUOLA SECONDARIA II GRADO|3|18 anni|2|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290426|201617|SCUOLA SECONDARIA II GRADO|3|> di 18 anni|1|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290427|201617|SCUOLA SECONDARIA II GRADO|4|16 anni|26|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290428|201617|SCUOLA SECONDARIA II GRADO|4|17 anni|190|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290429|201617|SCUOLA SECONDARIA II GRADO|4|18 anni|19|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290430|201617|SCUOLA SECONDARIA II GRADO|4|> di 18 anni|3|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290431|201617|SCUOLA SECONDARIA II GRADO|5|17 anni|12|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290432|201617|SCUOLA SECONDARIA II GRADO|5|18 anni|135|S
NORD OVEST|10123|L219|TOPS340002|TOPS340002|LS  P. GOBETTI|LS  P. GOBETTI|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS340002@istruzione.it|tops340002@pec.istruzione.it|VIA MARIA VITTORIA 39 BIS|TORINO|PIEMONTE|http://www.lsgobettitorino.gov.it|201718|VIA MARIA VITTORIA 39 BIS, TORINO, Italia|290433|201617|SCUOLA SECONDARIA II GRADO|5|> di 18 anni|15|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290303|201617|SCUOLA SECONDARIA II GRADO|1|14 anni|370|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290304|201617|SCUOLA SECONDARIA II GRADO|1|15 anni|20|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290305|201617|SCUOLA SECONDARIA II GRADO|1|< di 14 anni|18|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290306|201617|SCUOLA SECONDARIA II GRADO|2|14 anni|23|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290307|201617|SCUOLA SECONDARIA II GRADO|2|15 anni|331|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290308|201617|SCUOLA SECONDARIA II GRADO|2|16 anni|21|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290309|201617|SCUOLA SECONDARIA II GRADO|2|17 anni|2|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290310|201617|SCUOLA SECONDARIA II GRADO|3|15 anni|9|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290311|201617|SCUOLA SECONDARIA II GRADO|3|16 anni|238|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290312|201617|SCUOLA SECONDARIA II GRADO|3|17 anni|22|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290313|201617|SCUOLA SECONDARIA II GRADO|3|18 anni|3|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290314|201617|SCUOLA SECONDARIA II GRADO|4|16 anni|10|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290315|201617|SCUOLA SECONDARIA II GRADO|4|17 anni|214|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290316|201617|SCUOLA SECONDARIA II GRADO|4|18 anni|13|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290317|201617|SCUOLA SECONDARIA II GRADO|5|17 anni|8|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290318|201617|SCUOLA SECONDARIA II GRADO|5|18 anni|196|S
NORD OVEST|10146|L219|TOPS120003|TOPS120003|C. CATTANEO|C. CATTANEO|NORMALE|TORINO|LICEO SCIENTIFICO|SI|Non Disponibile|TOPS120003@istruzione.it|tops120003@pec.istruzione.it|VIA SOSTEGNO,41/10|TORINO|PIEMONTE|www.liceocarlocattaneotorino.it|201718|VIA SOSTEGNO,41/10, TORINO, Italia|290319|201617|SCUOLA SECONDARIA II GRADO|5|> di 18 anni|27|S
NORD OVEST|10136|L219|TOSL020003|TOSL020003|"LICEO ARTISTICO STATALE""R.COTTINI"""|"LICEO ARTISTICO STATALE""R.COTTINI"""|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL020003@istruzione.it|tosl020003@pec.istruzione.it|VIA CASTELGOMBERTO,2O|TORINO|PIEMONTE|www.liceocottini.it|201718|VIA CASTELGOMBERTO,2O, TORINO, Italia|291335|201617|SCUOLA SECONDARIA II GRADO|1|14 anni|148|S
NORD OVEST|10136|L219|TOSL020003|TOSL020003|"LICEO ARTISTICO STATALE""R.COTTINI"""|"LICEO ARTISTICO STATALE""R.COTTINI"""|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL020003@istruzione.it|tosl020003@pec.istruzione.it|VIA CASTELGOMBERTO,2O|TORINO|PIEMONTE|www.liceocottini.it|201718|VIA CASTELGOMBERTO,2O, TORINO, Italia|291336|201617|SCUOLA SECONDARIA II GRADO|1|15 anni|37|S
NORD OVEST|10136|L219|TOSL020003|TOSL020003|"LICEO ARTISTICO STATALE""R.COTTINI"""|"LICEO ARTISTICO STATALE""R.COTTINI"""|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL020003@istruzione.it|tosl020003@pec.istruzione.it|VIA CASTELGOMBERTO,2O|TORINO|PIEMONTE|www.liceocottini.it|201718|VIA CASTELGOMBERTO,2O, TORINO, Italia|291337|201617|SCUOLA SECONDARIA II GRADO|1|16 anni|8|S
NORD OVEST|10136|L219|TOSL020003|TOSL020003|"LICEO ARTISTICO STATALE""R.COTTINI"""|"LICEO ARTISTICO STATALE""R.COTTINI"""|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL020003@istruzione.it|tosl020003@pec.istruzione.it|VIA CASTELGOMBERTO,2O|TORINO|PIEMONTE|www.liceocottini.it|201718|VIA CASTELGOMBERTO,2O, TORINO, Italia|291338|201617|SCUOLA SECONDARIA II GRADO|1|17 anni|2|S
NORD OVEST|10136|L219|TOSL020003|TOSL020003|"LICEO ARTISTICO STATALE""R.COTTINI"""|"LICEO ARTISTICO STATALE""R.COTTINI"""|NORMALE|TORINO|LICEO ARTISTICO|SI|Non Disponibile|TOSL020003@istruzione.it|tosl020003@pec.istruzione.it|VIA CASTELGOMBERTO,2O|TORINO|PIEMONTE|www.liceocottini.it|201718|VIA CASTELGOMBERTO,2O, TORINO, Italia|291339|201617|SCUOLA SECONDARIA II GRADO|1|< di 14 anni|6|S
