AREAGEOGRAFICA,CAPSCUOLA,CODICECOMUNESCUOLA,CODICEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONEISTITUTORIFERIMENTO,DENOMINAZIONESCUOLA,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONECOMUNE,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,INDIRIZZOSCUOLA,PROVINCIA,REGIONE,SITOWEBSCUOLA,ANNOSCOLASTICO,INDIRIZZO_TOT
NORD OVEST,10149,L219,TOEE18200V,TOEE18200V,"D.D. TORINO - ""ALERAMO""","D.D. TORINO - ""ALERAMO""",NORMALE,TORINO,SCUOLA PRIMARIA,SI,Non Disponibile,TOEE18200V@istruzione.it,toee18200v@pec.istruzione.it,"VIA LEMIE, 48",TORINO,PIEMONTE,Non Disponibile,201718,"VIA LEMIE, 48, TORINO, Italia"
NORD OVEST,10139,L219,TOIC88400G,TOEE88401N,I.C. TORINO - CORSO RACCONIGI,I.C. RACCONIGI  - CASATI,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC88400G@istruzione.it,Non Disponibile,CORSO RACCONIGI 31,TORINO,PIEMONTE,http://www.icracconigi.gov.it/,201718,"CORSO RACCONIGI 31, TORINO, Italia"
NORD OVEST,10139,L219,TOIC88400G,TOEE88402P,I.C. TORINO - CORSO RACCONIGI,I.C.  RACCONIGI - BATTISTI,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC88400G@istruzione.it,Non Disponibile,"VIA LUSERNA, 14",TORINO,PIEMONTE,http://www.icracconigi.gov.it/,201718,"VIA LUSERNA, 14, TORINO, Italia"
NORD OVEST,10135,L219,TOIC88200X,TOEE882012,I.C. TORINO - VIA SIDOLI,I.C. VIA SIDOLI - DOGLIOTTI,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC88200X@istruzione.it,Non Disponibile,"VIA SIDOLI,10",TORINO,PIEMONTE,htt://www.icviasidoli.it,201718,"VIA SIDOLI,10, TORINO, Italia"
NORD OVEST,10135,L219,TOIC88200X,TOEE882023,I.C. TORINO - VIA SIDOLI,I.C.  SIDOLI - VIA FLECCHIA,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC88200X@istruzione.it,Non Disponibile,"VIA FLECCHIA,10",TORINO,PIEMONTE,htt://www.icviasidoli.it,201718,"VIA FLECCHIA,10, TORINO, Italia"
NORD OVEST,10138,L219,TOIC88300Q,TOEE88301T,I.C. RITA LEVI-MONTALCINI,I.C. PALMIERI - ALFIERI,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC88300Q@istruzione.it,Non Disponibile,VIA PALMIERI 58,TORINO,PIEMONTE,WWW.ICPALMIERI.GOV.IT,201718,"VIA PALMIERI 58, TORINO, Italia"
NORD OVEST,10135,L219,TOIC82000L,TOEE82003R,"I.C. TORINO - ""SALVEMINI""",I.C. SALVEMINI-PRIM. C. MIR,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC82000L@istruzione.it,Non Disponibile,STRADA CASTELLO MIRAFIORI 45,TORINO,PIEMONTE,http://www.ic-salvemini-torino.it,201718,"STRADA CASTELLO MIRAFIORI 45, TORINO, Italia"
NORD OVEST,10153,L219,TOIC87500R,TOEE87501V,I.C. TORINO - MARCONI-ANTONELLI,I.C. MARCONI ANTONELLI,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC87500R@istruzione.it,Non Disponibile,"VIA VEZZOLANO,  20",TORINO,PIEMONTE,htt://icmarconiantonelli.it,201718,"VIA VEZZOLANO,  20, TORINO, Italia"
NORD OVEST,10124,L219,TOIC87600L,TOEE87601P,I.C. TORINO - VIA RICASOLI,I.C. VIA RICASOLI - FONTANA,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC87600L@istruzione.it,Non Disponibile,VIA BUNIVA 19,TORINO,PIEMONTE,htt://ic-viaricasoli.org,201718,"VIA BUNIVA 19, TORINO, Italia"
NORD OVEST,10153,L219,TOIC87600L,TOEE87602Q,I.C. TORINO - VIA RICASOLI,I.C. VIA RICASOLI,NORMALE,TORINO,SCUOLA PRIMARIA,NO,Non Disponibile,TOIC87600L@istruzione.it,Non Disponibile,VIA RICASOLI 30,TORINO,PIEMONTE,htt://www.ic-viaricasoli-torino.org,201718,"VIA RICASOLI 30, TORINO, Italia"
NORD OVEST,10147,L219,TOIC878008,TOMM878019,I.C. TORINO - UMBERTO SABA,I.C. UMBERTO SABA - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC878008@istruzione.it,Non Disponibile,VIA LORENZINI 4,TORINO,PIEMONTE,www.icsabatorino.gov,201718,"VIA LORENZINI 4, TORINO, Italia"
NORD OVEST,10141,L219,TOIC8AY00L,TOMM8AY01N,I.C. TORINO - PALAZZESCHI,I.C. PALAZZESCHI - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC8AY00L@istruzione.it,Non Disponibile,VIA        LANCIA              140,TORINO,PIEMONTE,htt://www.icpalazzeschi.gov.it,201718,"VIA        LANCIA              140, TORINO, Italia"
NORD OVEST,10121,L219,TOIS037006,TOIS037006,I.I.S. SELLA-AALTO-LAGRANGE,I.I.S. SELLA-AALTO-LAGRANGE,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS037006@istruzione.it,tois037006@pec.istruzione.it,"VIA MONTECUCCOLI, 12",TORINO,PIEMONTE,Non Disponibile,201718,"VIA MONTECUCCOLI, 12, TORINO, Italia"
NORD OVEST,10126,L219,TOIS04200N,TOIS04200N,I.I.S. G. GIOLITTI,I.I.S. G. GIOLITTI,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS04200N@istruzione.it,tois04200n@pec.istruzione.it,VIA ALASSIO 20,TORINO,PIEMONTE,Non Disponibile,201718,"VIA ALASSIO 20, TORINO, Italia"
NORD OVEST,10152,L219,TOIC8BD00X,TOIC8BD00X,I.C. ILARIA ALPI,I.C. ILARIA ALPI,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC8BD00X@istruzione.it,TOIC8BD00X@pec.istruzione.it,CORSO      NOVARA              26,TORINO,PIEMONTE,Non Disponibile,201718,"CORSO      NOVARA              26, TORINO, Italia"
NORD OVEST,10152,L219,TOIC8BE00Q,TOIC8BE00Q,I.C. TORINO  II,I.C. TORINO  II,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC8BE00Q@istruzione.it,TOIC8BE00Q@PEC.ISTRUZIONE.IT,CORSO GIULIO CESARE 26,TORINO,PIEMONTE,Non Disponibile,201718,"CORSO GIULIO CESARE 26, TORINO, Italia"
NORD OVEST,10135,L219,TOIS04300D,TOIS04300D,I.I.S. PRIMO LEVI,I.I.S. PRIMO LEVI,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS04300D@istruzione.it,tois04300d@pec.istruzione.it,"CORSO UNIONE SOVIETICA,490",TORINO,PIEMONTE,Non Disponibile,201718,"CORSO UNIONE SOVIETICA,490, TORINO, Italia"
NORD OVEST,10126,L219,TOIS04700R,TOIS04700R,I.I.S. GALILEI - FERRARI,I.I.S. GALILEI - FERRARI,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS04700R@istruzione.it,tois04700r@pec.istruzione.it,"VIA LAVAGNA, 8",TORINO,PIEMONTE,Non Disponibile,201718,"VIA LAVAGNA, 8, TORINO, Italia"
NORD OVEST,10148,L219,TOIS04800L,TOIS04800L,I.I.S. R. ZERBONI,I.I.S. R. ZERBONI,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS04800L@istruzione.it,tois04800l@pec.istruzione.it,"VIA P. DELLA CELLA, 3",TORINO,PIEMONTE,Non Disponibile,201718,"VIA P. DELLA CELLA, 3, TORINO, Italia"
NORD OVEST,10152,L219,TOIC8BD00X,TOMM8BD011,I.C. ILARIA ALPI,I.C. ILARIA ALPI - CROCE,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC8BD00X@istruzione.it,Non Disponibile,CORSO  NOVARA   26,TORINO,PIEMONTE,http://share.dschola.it/alberti/ic/default.aspx,201718,"CORSO  NOVARA   26, TORINO, Italia"
NORD OVEST,10124,L219,TOIS05100C,TOIS05100C,I.I.S. A. AVOGADRO,I.I.S. A. AVOGADRO,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS05100C@istruzione.it,tois05100c@pec.istruzione.it,"CORSO SAN MAURIZIO,8",TORINO,PIEMONTE,Non Disponibile,201718,"CORSO SAN MAURIZIO,8, TORINO, Italia"
NORD OVEST,10121,L219,TOIS052008,TOIS052008,I.I.S. P. BOSELLI,I.I.S. P. BOSELLI,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS052008@istruzione.it,tois052008@pec.istruzione.it,"VIA MONTECUCCOLI, 12",TORINO,PIEMONTE,Non Disponibile,201718,"VIA MONTECUCCOLI, 12, TORINO, Italia"
NORD OVEST,10121,L219,TOIS053004,TOIS053004,I.I.S. V. BOSSO - A. MONTI,I.I.S. V. BOSSO - A. MONTI,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS053004@istruzione.it,tois053004@pec.istruzione.it,"VIA MEUCCI,9",TORINO,PIEMONTE,Non Disponibile,201718,"VIA MEUCCI,9, TORINO, Italia"
NORD OVEST,10125,L219,TOIS05400X,TOIS05400X,I.I.S. C.I. GIULIO,I.I.S. C.I. GIULIO,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS05400X@istruzione.it,tois05400x@pec.istruzione.it,VIA G.BIDONE 11,TORINO,PIEMONTE,Non Disponibile,201718,"VIA G.BIDONE 11, TORINO, Italia"
NORD OVEST,10137,L219,TOIS003003,TOIS003003,I.I.S. E. MAJORANA,I.I.S. E. MAJORANA,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS003003@istruzione.it,tois003003@pec.istruzione.it,VIA FRATTINI 11,TORINO,PIEMONTE,Non Disponibile,201718,"VIA FRATTINI 11, TORINO, Italia"
NORD OVEST,10154,L219,TOIS029007,TOIS029007,I.P.S. J. B. BECCARI,I.P.S. J. B. BECCARI,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS029007@istruzione.it,tois029007@pec.istruzione.it,"VIA PAGANINI,22",TORINO,PIEMONTE,Non Disponibile,201718,"VIA PAGANINI,22, TORINO, Italia"
NORD OVEST,10149,L219,TOIC873005,TOMM873016,I.C. TORINO - P. GEMELLI,I.C. PADRE GEMELLI - POLA - TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC873005@istruzione.it,Non Disponibile,VIA        FOGLIZZO            15,TORINO,PIEMONTE,www.padregemelli.it,201718,"VIA        FOGLIZZO            15, TORINO, Italia"
NORD OVEST,10154,L219,TOIS01300N,TOIS01300N,BODONI - PARAVIA,BODONI - PARAVIA,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS01300N@istruzione.it,tois01300n@pec.istruzione.it,"VIA PONCHIELLI,56",TORINO,PIEMONTE,Non Disponibile,201718,"VIA PONCHIELLI,56, TORINO, Italia"
NORD OVEST,10154,L219,TOIS01800R,TOIS01800R,EINSTEIN,EINSTEIN,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS01800R@istruzione.it,tois01800r@pec.istruzione.it,"VIA PACINI,28",TORINO,PIEMONTE,www.liceoeinsteintorino.it,201718,"VIA PACINI,28, TORINO, Italia"
NORD OVEST,10141,L219,TOIC8AZ00C,TOMM8AZ01D,I.C. TORINO - ALBERTI,I.C. ALBERTI - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC8AZ00C@istruzione.it,Non Disponibile,"VIA TOLMINO, 40",TORINO,PIEMONTE,http://www.icalberti.gov.it,201718,"VIA TOLMINO, 40, TORINO, Italia"
NORD OVEST,10137,L219,TOIS04700R,TOPS047017,I.I.S. GALILEI - FERRARI,GALILEI - FERRARI,NORMALE,TORINO,LICEO SCIENTIFICO,NO,Non Disponibile,TOIS04700R@istruzione.it,Non Disponibile,VIA GAIDANO 126,TORINO,PIEMONTE,WWW.galileiferrari.it,201718,"VIA GAIDANO 126, TORINO, Italia"
NORD OVEST,10141,L219,TOIC8AY00L,TOIC8AY00L,I.C. TORINO - PALAZZESCHI,I.C. TORINO - PALAZZESCHI,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC8AY00L@istruzione.it,TOIC8AY00L@pec.istruzione.it,VIA   LANCIA   140,TORINO,PIEMONTE,Non Disponibile,201718,"VIA   LANCIA   140, TORINO, Italia"
NORD OVEST,10141,L219,TOIC8AZ00C,TOIC8AZ00C,I.C. TORINO - ALBERTI,I.C. TORINO - ALBERTI,NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC8AZ00C@istruzione.it,TOIC8AZ00C@pec.istruzione.it,"VIA TOLMINO, 40",TORINO,PIEMONTE,Non Disponibile,201718,"VIA TOLMINO, 40, TORINO, Italia"
NORD OVEST,10152,L219,TOIC87700C,TOMM87701D,I.C. TORINO - REGIO PARCO,I.C. REGIO PARCO-MESSINA/PESARO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC87700C@istruzione.it,Non Disponibile,VIA MESSINA 14,TORINO,PIEMONTE,www.icregioparco.gov.it,201718,"VIA MESSINA 14, TORINO, Italia"
NORD OVEST,10152,L219,TOIC8BE00Q,TOMM8BE01R,I.C. TORINO  II,I.C.  TORINO  II - MORELLI - TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC8BE00Q@istruzione.it,Non Disponibile,"VIA CECCHI, 18",TORINO,PIEMONTE,www.ictorino2.gov.it,201718,"VIA CECCHI, 18, TORINO, Italia"
NORD OVEST,10147,L219,TOIS061003,TOIS061003,I.I.S. G. PEANO,I.I.S. G. PEANO,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS061003@istruzione.it,tois061003@pec.istruzione.it,CORSO  VENEZIA 29,TORINO,PIEMONTE,Non Disponibile,201718,"CORSO  VENEZIA 29, TORINO, Italia"
NORD OVEST,10127,L219,TOIS06400E,TOIS06400E,IIS COPERNICO-LUXEMBURG,IIS COPERNICO-LUXEMBURG,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS06400E@istruzione.it,tois06400e@pec.istruzione.it,"CORSO CAIO PLINIO,2",TORINO,PIEMONTE,Non Disponibile,201718,"CORSO CAIO PLINIO,2, TORINO, Italia"
NORD OVEST,10131,L219,TOIS066006,TOIS066006,A. GOBETTI MARCHESINI - CASALE - ARDUINO,A. GOBETTI MARCHESINI - CASALE - ARDUINO,NORMALE,TORINO,ISTITUTO SUPERIORE,SI,Non Disponibile,TOIS066006@istruzione.it,TOIS066006@pec.istruzione.it,VIA FIGLIE MILITARI 25,TORINO,PIEMONTE,Non Disponibile,201718,"VIA FIGLIE MILITARI 25, TORINO, Italia"
NORD OVEST,10153,L219,TOIC86400A,TOMM86401B,"I.C. TORINO - ""SPINELLI""",SCUOLA INT.EUROP. A.SPINELLI-TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC86400A@istruzione.it,Non Disponibile,CORSO TORTONA N 41,TORINO,PIEMONTE,www.istitutoaltierospinelli.eu,201718,"CORSO TORTONA N 41, TORINO, Italia"
NORD OVEST,10127,L219,TOIC866002,TOMM866013,"I.C. TORINO - ""CAIROLI""",I.C. CAIROLI-VIA TORRAZZA P.TE,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC866002@istruzione.it,Non Disponibile,VIA TORRAZZA P.TE N. 10,TORINO,PIEMONTE,www.scuolacairoli.it,201718,"VIA TORRAZZA P.TE N. 10, TORINO, Italia"
NORD OVEST,10127,L219,TOIC88200X,TOMM882011,I.C. TORINO - VIA SIDOLI,IC V.SIDOLI-V.PALMA CESNOLA-TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC88200X@istruzione.it,Non Disponibile,VIA PALMA DI CESNOLA 29,TORINO,PIEMONTE,htt://www.icviasidoli.it,201718,"VIA PALMA DI CESNOLA 29, TORINO, Italia"
NORD OVEST,10138,L219,TOIC88300Q,TOMM88301R,I.C. RITA LEVI-MONTALCINI,I.C.V.PALMIERI-P.ZZA BERNINI-TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC88300Q@istruzione.it,Non Disponibile,VIA DUCHESSA JOLANDA 29,TORINO,PIEMONTE,WWW.ICPALMIERI.GOV.IT,201718,"VIA DUCHESSA JOLANDA 29, TORINO, Italia"
NORD OVEST,10139,L219,TOIC88400G,TOMM88401L,I.C. TORINO - CORSO RACCONIGI,IC C.RACCONIGI-V.LUSERNA R. -TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC88400G@istruzione.it,Non Disponibile,"VIA LUSERNA DI RORA', 14",TORINO,PIEMONTE,htt://www.icracconigi.gov.it,201718,"VIA LUSERNA DI RORA', 14, TORINO, Italia"
NORD OVEST,10147,L219,TOIC879004,TOMM879015,I.C. TORINO - VIVALDI-MURIALDO,I.C.VIVALDI MURIALDO-VIVALDI TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC879004@istruzione.it,Non Disponibile,VIA        CASTELDELFINO       24,TORINO,PIEMONTE,www.vivaldi-murialdo.it,201718,"VIA        CASTELDELFINO       24, TORINO, Italia"
NORD OVEST,10134,L219,TOIC881004,TOMM881015,"I.C. TORINO - ""S. PERTINI""",I.C. S.PERTINI - VIA TUNISI TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC881004@istruzione.it,Non Disponibile,VIA TUNISI 102,TORINO,PIEMONTE,www.icpertinitorino.it,201718,"VIA TUNISI 102, TORINO, Italia"
NORD OVEST,10153,L219,TOIC87600L,TOMM87601N,I.C. TORINO - VIA RICASOLI,I.C.  VIA RICASOLI - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC87600L@istruzione.it,Non Disponibile,VIA RICASOLI 15,TORINO,PIEMONTE,htt://www.ic-viaricasoli-torino.org,201718,"VIA RICASOLI 15, TORINO, Italia"
NORD OVEST,10144,L219,TOIC81700R,TOMM81701T,"I.C. TORINO - ""PACINOTTI""",I.C. PACINOTTI - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC81700R@istruzione.it,Non Disponibile,VIA        LE CHIUSE           80,TORINO,PIEMONTE,www.icpacinotti.it,201718,"VIA        LE CHIUSE           80, TORINO, Italia"
NORD OVEST,10132,L219,TOIC81800L,TOMM81801N,"I.C. TORINO - ""GOZZI-OLIVETTI""",IC OLIVETTI-CAMILLO OLIVETTI,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC81800L@istruzione.it,Non Disponibile,VIA  BARDASSANO 5,TORINO,PIEMONTE,http://www.gozzi-olivetti.org,201718,"VIA  BARDASSANO 5, TORINO, Italia"
NORD OVEST,10125,L219,TOIC81900C,TOMM81901D,I.C. MANZONI TORINO,I.C. MANZONI - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC81900C@istruzione.it,Non Disponibile,VIA        GIACOSA             25,TORINO,PIEMONTE,www.icmanzoni.gov.it,201718,"VIA        GIACOSA             25, TORINO, Italia"
NORD OVEST,10137,L219,TOMM00400Q,TOMM00400Q,TORINO - ANTONELLI,TORINO - ANTONELLI,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM00400Q@istruzione.it,tomm00400q@pec.istruzione.it,VIA L. LANFRANCO 2 (EX V. FILADELFIA),TORINO,PIEMONTE,www.mediantonelli.gov.it,201718,"VIA L. LANFRANCO 2 (EX V. FILADELFIA), TORINO, Italia"
NORD OVEST,10137,L219,TOMM28900D,TOMM28900D,TORINO-C. ALVARO-A. MODIGLIANI,TORINO-C. ALVARO-A. MODIGLIANI,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM28900D@istruzione.it,tomm28900d@pec.istruzione.it,VIA  BALLA  27,TORINO,PIEMONTE,http://www.alvaro-modigliani.it,201718,"VIA  BALLA  27, TORINO, Italia"
NORD OVEST,10126,L219,TOIC81900C,TOMM81902E,I.C. MANZONI TORINO,I.C.MANZONI-PER CIECHI H.KELLER,PER CIECHI,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC81900C@istruzione.it,Non Disponibile,PIAZZA GIACOMINI 24,TORINO,PIEMONTE,www.icmanzoni.GOV.IT,201718,"PIAZZA GIACOMINI 24, TORINO, Italia"
NORD OVEST,10135,L219,TOIC82000L,TOMM82001N,"I.C. TORINO - ""SALVEMINI""",I.C. SALVEMINI - COLOMBO - TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC82000L@istruzione.it,Non Disponibile,PIAZZETTA  L. JONA              5,TORINO,PIEMONTE,http://www.ic-salvemini-torino.it,201718,"PIAZZETTA  L. JONA              5, TORINO, Italia"
NORD OVEST,10139,L219,TOMM32300Q,TOMM32300Q,CPIA 1 TORINO,CPIA 1 TORINO,CPIA,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM32300Q@istruzione.it,TOMM32300Q@pec.istruzione.it,VIA DOMODOSSOLA 54,TORINO,PIEMONTE,Non Disponibile,201718,"VIA DOMODOSSOLA 54, TORINO, Italia"
NORD OVEST,10154,L219,TOMM32400G,TOMM32400G,CPIA 2 TORINO,CPIA 2 TORINO,CPIA,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM32400G@istruzione.it,TOMM32400G@pec.istruzione.it,VIA BOLOGNA 153,TORINO,PIEMONTE,Non Disponibile,201718,"VIA BOLOGNA 153, TORINO, Italia"
NORD OVEST,10151,L219,TOMM32300Q,TOMM71402E,CPIA 1 TORINO,"CASA CIRCONDARIALE ""LE VALLETTE""",SPEC. PER CARCERARI,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOMM32300Q@istruzione.it,Non Disponibile,"VIA PIANEZZA, 300",TORINO,PIEMONTE,Non Disponibile,201718,"VIA PIANEZZA, 300, TORINO, Italia"
NORD OVEST,10156,L219,TOIC80500E,TOMM80501G,"I.C. TORINO - ""CENA""",I.C.CENA-MARTIRI MARTINETTO-TO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC80500E@istruzione.it,Non Disponibile,STRADA     S. MAURO            24,TORINO,PIEMONTE,share.dschola.it/cenatorino/default.aspx,201718,"STRADA     S. MAURO            24, TORINO, Italia"
NORD OVEST,10156,L219,TOIC808002,TOMM808013,"I.C. TORINO - ""L. DA VINCI""",I.C. L. DA VINCI - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC808002@istruzione.it,Non Disponibile,VIA        DEGLI ABETI         13,TORINO,PIEMONTE,www.leonardodavincitorino.net,201718,"VIA        DEGLI ABETI         13, TORINO, Italia"
NORD OVEST,10151,L219,TOIC810002,TOMM810013,"I.C. TORINO - ""D. M. TUROLDO""",I.C. D.M.TUROLDO - TORINO,NORMALE,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOIC810002@istruzione.it,Non Disponibile,VIA      MAGNOGLIE              9,TORINO,PIEMONTE,www.ic-turoldo.it,201718,"VIA      MAGNOGLIE              9, TORINO, Italia"
NORD OVEST,10121,L219,TOMM28400A,TOMM28400A,TORINO - VIA REVEL,TORINO - VIA REVEL,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM28400A@istruzione.it,tomm28400a@pec.istruzione.it,VIA REVEL                       8,TORINO,PIEMONTE,www.scuolarevel-meucci.it/,201718,"VIA REVEL                       8, TORINO, Italia"
NORD OVEST,10146,L219,TOMM286002,TOMM286002,TORINO - DANTE ALIGHIERI,TORINO - DANTE ALIGHIERI,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM286002@istruzione.it,tomm286002@pec.istruzione.it,VIA PACCHIOTTI                 80,TORINO,PIEMONTE,dantealighieritorino.it,201718,"VIA PACCHIOTTI                 80, TORINO, Italia"
NORD OVEST,10137,L219,TOMM00900V,TOMM00900V,TORINO - CADUTI DI CEFALONIA,TORINO - CADUTI DI CEFALONIA,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM00900V@istruzione.it,tomm00900v@pec.istruzione.it,VIA        BALTIMORA           110,TORINO,PIEMONTE,www.cadutidicefalonia.gov.it,201718,"VIA        BALTIMORA           110, TORINO, Italia"
NORD OVEST,10141,L219,TOMM058004,TOMM058004,TORINO - PEROTTI,TORINO - PEROTTI,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM058004@istruzione.it,tomm058004@pec.istruzione.it,VIA        TOFANE              22,TORINO,PIEMONTE,www.mediaperotti.it,201718,"VIA        TOFANE              22, TORINO, Italia"
NORD OVEST,10155,L219,TOMM078009,TOMM078009,TORINO - G. B. VIOTTI,TORINO - G. B. VIOTTI,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM078009@istruzione.it,tomm078009@pec.istruzione.it,"C.SO VERCELLI, 141/6",TORINO,PIEMONTE,www.scuolaviottitorino.it,201718,"C.SO VERCELLI, 141/6, TORINO, Italia"
NORD OVEST,10122,L219,TOMM079005,TOMM079005,TO -UMBERTO I (CONVITTO NAZ.LE),TO -UMBERTO I (CONVITTO NAZ.LE),ANNESSO A CONVITTO,TORINO,SCUOLA PRIMO GRADO,NO,Non Disponibile,TOMM079005@istruzione.it,Non Disponibile,VIA        BLIGNY              1 BIS,TORINO,PIEMONTE,www.cnuto.it,201718,"VIA        BLIGNY              1 BIS, TORINO, Italia"
NORD OVEST,10143,L219,TOPC01000C,TOPC01000C,LICEO CLASSICO E MUSICALE   C. CAVOUR,LICEO CLASSICO E MUSICALE   C. CAVOUR,NORMALE,TORINO,LICEO CLASSICO,SI,Non Disponibile,TOPC01000C@istruzione.it,topc01000c@pec.istruzione.it,"CORSO TASSONI, 15",TORINO,PIEMONTE,www.lcavour.gov.it,201718,"CORSO TASSONI, 15, TORINO, Italia"
NORD OVEST,10129,L219,TOMM25400E,TOMM25400E,TORINO - FOSCOLO,TORINO - FOSCOLO,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM25400E@istruzione.it,tomm25400e@pec.istruzione.it,VIA PIAZZI 57,TORINO,PIEMONTE,http://www.scuolafoscolo.gov.it,201718,"VIA PIAZZI 57, TORINO, Italia"
NORD OVEST,10149,L219,TOMM256006,TOMM256006,TORINO - PIER GIORGIO FRASSATI,TORINO - PIER GIORGIO FRASSATI,NORMALE,TORINO,SCUOLA PRIMO GRADO,SI,Non Disponibile,TOMM256006@istruzione.it,tomm256006@pec.istruzione.it,VIA        TIRABOSCHI          33,TORINO,PIEMONTE,www.scuolafrassatitorino.gov.it,201718,"VIA        TIRABOSCHI          33, TORINO, Italia"
