ID_PT_INGR;DENOMINAZ;CITTA;INDIRIZZO;CIRCOSCR;CAP;TEL;FAX;EMAIL;URL;ORDINE;TIPOLOGIA;DETTAGLIO;STATALE;PARITARIA;COMUNALE;TIPO_SCUOL;COMPRENS;QUARTIERE;geometry;LATITUDE;LONGITUDE
388;L. B. ALBERTI;TORINO;VIA FRANCESCO MILLIO 42;3;10141;011 19710354;011 3358146;smsalberti@tin.it;http://share.dschola.it/alberti;SCUOLA SEC. I GRADO;;;statale;;;Succursale;"Istituto Secondario I grado - ""Leon Battista Alberti""";;POINT (7.648795578832872 45.05902502014527);45.05902502014527;7.648795578832872
389;ADELAIDE CAIROLI;TORINO;VIA FRANCESCO RISMONDO 68;2;10127;011 6055703;011 6066586;TOIC866002@istruzione.it;http://www.scuolacairoli.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Istituto Comprensivo - ""A. Cairoli""";;POINT (7.649522330525079 45.01355068088588);45.013550680885885;7.649522330525079
390;DUCCIO GALIMBERTI;TORINO;VIA GAETANO MOSCA 11;5;10147;011 290514;011 290914;segreteria@scuolasaba.it;http://www.scuolasaba.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Istituto Comprensivo - ""Umberto Saba""";;POINT (7.677496627900601 45.1022192574615);45.1022192574615;7.677496627900601
391;DI VIA GARESSIO 24/5;TORINO;VIA GARESSIO 24 int. 5;8;10126;011 4099923;011 6635218;toee07200b@istruzione.it;http://vittorinodafeltre.scuole.piemonte.it;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Circolo Didattico - ""Vittorino da Feltre""";;POINT (7.670156447206509 45.03071457660351);45.03071457660351;7.670156447206509
392;PRINCIPESSA ISABELLA;TORINO;VIA GASPARE GORRESIO 13;5;10149;011 731767;;smmgorresio@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.657247950585088 45.09982328404521);45.099823284045215;7.657247950585088
393;GASPARE GOZZI;TORINO;VIA GASSINO 13;7;10132;011 8191601;011 8191601;toic81800l@istruzione.it;http://www.gozzi-olivetti.org;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Istituto Comprensivo - ""Gozzi Olivetti""";;POINT (7.716685886643419 45.0668172275982);45.0668172275982;7.716685886643419
394;LA CITTA' DEI BAMBINI;TORINO;VIA GATTINARA 7;7;10153;011 8174581;011 8394623;citybimbi@hotmail.com;;SCUOLA D'INFANZIA;;;non statale;paritaria;non convenzionata;Sede di plesso;;;POINT (7.707999327215672 45.07412848519265);45.074128485192645;7.707999327215672
395;SS. ANNUNZIATA;TORINO;VIA GAUDENZIO FERRARI 16;1;10124;011 887933;011 8396958;smssannunziata@tiscali.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;;;POINT (7.694330899021342 45.06890468594599);45.06890468594599;7.694330899021342
396;P. G. FRASSATI;TORINO;VIA GEROLAMO TIRABOSCHI 33;5;10149;011 2168786;011 2217892;tomm256006@istruzione.it;;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Istituto Secondario I grado - ""P. G. Frassati""";;POINT (7.659381434835254 45.09744755819954);45.09744755819954;7.659381434835254
397;CIT TURIN;TORINO;VIA GIACINTO COLLEGNO 65;3;10138;011 4476577;011 4337583;smmcollegno@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.658844335887604 45.07282238745439);45.07282238745439;7.658844335887604
398;SCUOLA D'INFANZIA;TORINO;VIA GIACINTO COLLEGNO 73;3;10138;011 4476506;011 4476164;elemalfieri@tin.it;http://www.ddvittorioalfieri.it/;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Direzione Didattica ""Vittorio Alfieri""";;POINT (7.658508931131898 45.07234256559127);45.07234256559127;7.658508931131898
399;KENNEDY;TORINO;VIA GIACINTO PACCHIOTTI 102;4;10146;011 725637;011 796959;TOEE03400L@ISTRUZIONE.IT;http://digilander.libero.it/scuola.kennedy;SCUOLA PRIMARIA;;;statale;;;Succursale;"Circolo Didattico - ""Kennedy""";;POINT (7.624597530640411 45.0782595495058);45.0782595495058;7.624597530640411
400;DANTE ALIGHIERI;TORINO;VIA GIACINTO PACCHIOTTI 80;4;10146;011 710091;011 721332;sms.dante@virgilio.it;http://www.dantealighieritorino.it;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Istituto Secondario I grado - ""Dante Alighieri""";;POINT (7.627829409601885 45.07818090790526);45.07818090790526;7.627829409601885
401;C. ALVARO - A. MODIGLIANI;TORINO;VIA GIACOMO BALLA 27;2;10136;011 3111745;011 3112732;tomm28900d@istruzione.it;http://alvaromodigliani.it;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Istituto Secondario I grado - ""Alvaro - Modigliani""";;POINT (7.624739309771293 45.04742839547526);45.04742839547526;7.624739309771293
402;ISTITUTO ADORAZIONE CADORNA;TORINO;VIALE GIACOMO CURRENO 21;8;10133;011 6602979;011 6602802;segreteria@adorazione.it;http://www.adorazione.it;SCUOLA PRIMARIA;;;non statale;paritaria;;Sede di Plesso;Istituto Adorazione Cadorna;;POINT (7.694788361601113 45.05418137213616);45.05418137213616;7.6947883616011135
403;ISTITUTO ADORAZIONE CADORNA;TORINO;VIALE GIACOMO CURRENO 21;8;10133;011 6602979;011 6602802;segreteria@adorazione.it;http://www.adorazione.it;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;Istituto Adorazione Cadorna;;POINT (7.694788361601113 45.05418137213616);45.05418137213616;7.6947883616011135
404;SPERIMENTALE;TORINO;VIA GIACOMO MEDICI 12;4;10143;011 4433424;011 4433423;smmmedici@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.654499725297568 45.07679773349829);45.07679773349829;7.654499725297568
405;CASA DEI BIMBI;TORINO;VIA GIACOMO MEDICI 61;4;10143;011 7493267;011 7493267;casadeibimbisanna@libero.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;;;POINT (7.648021023021053 45.07894899588597);45.078948995885966;7.648021023021053
406;UGO FOSCOLO;TORINO;VIA GIAN DOMENICO CASSINI 94;1;10129;011 3185201;011 3190630;segreteriascolastica@scuolafoscolo.it;http://www.scuolafoscolo.it;SCUOLA SEC. I GRADO;;;statale;;;Succursale;"Istituto Secondario I grado - ""Ugo Foscolo""";;POINT (7.659456196424927 45.05165555376227);45.05165555376227;7.6594561964249275
407;FALLETTI BAROLO;TORINO;VIA GIAN DOMENICO CASSINI 98;1;10129;011 3186576;011 3186576;toee016003@istruzione.it;http://www.scuolacoppino.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Coppino""";;POINT (7.659204945202038 45.0513035180505);45.051303518050496;7.659204945202038
408;VIA BELLEZIA 27;TORINO;VIA GIAN FRANCESCO BELLEZIA 27;1;10122;011 5214628;011 5214628;pacchiotti@tin.it;http://www.direzionedidatticapacchiotti.it;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Direzione Didattica - ""G. Pacchiotti""";;POINT (7.681497283124945 45.0753114328887);45.075311432888704;7.681497283124945
409;SCUOLA PRIMARIA;TORINO;VIA GIANFRANCESCO FIOCHETTO 29;7;10152;011 5215585;011 2472125;segreteria@elementarelessona.it;;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Istituto Comprensivo - ""Lessona""";;POINT (7.688940713578445 45.07592010145418);45.07592010145418;7.688940713578445
410;GIORDANO BRUNO;TORINO;VIA GINO MARINUZZI 1;6;10156;011 2624884;011 2621682;giordanobruno@gbruno.com;http://www.gbruno.it;SCUOLA SEC. II GRADO;LICEO;LICEO LINGUISTICO;statale;;;Scuola coordinata;"Istituto d'istruzione Secondaria Superiore - ""Giordano Bruno""";;POINT (7.708065327483307 45.11862557085071);45.11862557085071;7.708065327483307
411;GIORDANO BRUNO;TORINO;VIA GINO MARINUZZI 1;6;10156;011 2624884;011 2621682;giordanobruno@gbruno.com;http://www.gbruno.it;SCUOLA SEC. II GRADO;LICEO;LICEO SCIENTIFICO;statale;;;Sede centrale;"Istituto d'istruzione Secondaria Superiore - ""Giordano Bruno""";;POINT (7.708065327483307 45.11862557085071);45.11862557085071;7.708065327483307
412;RESI MARINOTTI;TORINO;VIA GINO MARINUZZI 10;6;10156;011 2620878;011 2620878;tostura@fma-ipi.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;;;POINT (7.707731664440714 45.11960233585832);45.119602335858325;7.707731664440714
413;GIULIO;TORINO;VIA GIORGIO BIDONE 11;8;10125;011 658702;011 6692624;giulio@istitutogiulio.it;http://www.istitutogiulio.it;SCUOLA SEC. II GRADO;I.T. SETT ECONOMICO;I.T. PER IL TURISMO;statale;;;Scuola coordinata;"Istituto d'istruzione Secondaria Superiore - ""Giulio""";;POINT (7.67724202019481 45.05295066214614);45.05295066214614;7.67724202019481
414;GIULIO;TORINO;VIA GIORGIO BIDONE 11;8;10125;011 658702;011 6692624;giulio@istitutogiulio.it;http://www.istitutogiulio.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERVIZI SOCIALI;statale;;;Scuola coordinata;"Istituto d'istruzione Secondaria Superiore - ""Giulio""";;POINT (7.67724202019481 45.05295066214614);45.05295066214614;7.67724202019481
415;GIULIO;TORINO;VIA GIORGIO BIDONE 11;8;10125;011 658702;011 6692624;giulio@istitutogiulio.it;http://www.istitutogiulio.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERV. COMM. TURIS. PUBBL;statale;;;Sede centrale;"Istituto d'istruzione Secondaria Superiore - ""Giulio""";;POINT (7.67724202019481 45.05295066214614);45.05295066214614;7.67724202019481
416;IST. PROTETTE SAN GIUSEPPE;TORINO;VIA GIORGIO BIDONE 33;8;10125;011 8190096;011 8130811;protettesangip@libero.it;;SCUOLA SEC. I GRADO;;;non statale;paritaria;;Sede centrale;Istituto Protette S. Giuseppe;;POINT (7.680703372298317 45.05204893451265);45.05204893451265;7.680703372298317
417;PROTETTE SAN GIUSEPPE;TORINO;VIA GIORGIO BIDONE 33;8;10125;011 8190096;011 8130811;protettesangip@libero.it;;SCUOLA PRIMARIA;;;non statale;paritaria;;Sede di Plesso;Istituto Protette S. Giuseppe;;POINT (7.680703372298317 45.05204893451265);45.05204893451265;7.680703372298317
418;PROTETTE SAN GIUSEPPE;TORINO;VIA GIORGIO BIDONE 33;8;10125;011 8190096;011 8130811;protettesangip@libero.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;Istituto Protette S. Giuseppe;;POINT (7.680703372298317 45.05204893451265);45.05204893451265;7.680703372298317
419;E. FERRERO;TORINO;VIA GIORGIO PALLAVICINO 20;7;10153;011 8171340;011 19503231;carmelitane.mafer@fastwebnet.it;http://www.floscarmeli.eu;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;;;POINT (7.702316641181617 45.07264716163879);45.07264716163879;7.702316641181617
420;S. TERESA GESU' BAMBINO;TORINO;VIA GIOVANNI DA VERAZZANO 58;1;10129;011 595287;011 5083271;scuolainfanziateresina@virgilio.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;;;POINT (7.655833494754503 45.05630927179697);45.05630927179697;7.6558334947545035
421;IGNAZIO VIAN;TORINO;VIA GIOVANNI DESTEFANIS 20;5;10148;011 2260982;011 2260982;TOMM073006@istruzione.it;http://www.smsvian.it;SCUOLA SEC. I GRADO;;;statale;;;Succursale;"Istituto Secondario I grado - ""Ignazio Vian""";;POINT (7.653992531364551 45.11744478107362);45.11744478107362;7.653992531364551
422;FATTORI;TORINO;VIA GIOVANNI FATTORI 113;3;10141;011 724136;011 3828505 - 011 40;smmfattori@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.626756262338826 45.07175463124308);45.07175463124308;7.626756262338826
423;VIA FLECCHIA;TORINO;VIA GIOVANNI FLECCHIA 8/A;8;10127;011 612018;011 6190117;TOIC88200X@ISTRUZIONE.IT;http://www.cddogliotti.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Dogliotti""";;POINT (7.654823628137089 45.02314421864464);45.02314421864464;7.654823628137089
424;M. MONTESSORI;TORINO;VIA GIOVANNI MIGLIARA 7;4;10143;011 4375686;011 4734496;info@scuolamontessori.it;http://www.scuolamontessori.it;SCUOLA PRIMARIA;;;non statale;paritaria;;Sede di Plesso;"Scuola dell'Infanzia e Scuola Primaria Paritaria ad indirizzo europeo - ""M. Montessori";;POINT (7.659120991216625 45.07921494715047);45.07921494715047;7.659120991216625
425;MONTESSORI DI RICCOMAGNO;TORINO;VIA GIOVANNI MIGLIARA 7;4;10143;011 4375686;011 4734496;info@scuolamontessori.it;http://www.scuolamontessori.it;SCUOLA D'INFANZIA;;;non statale;paritaria;non convenzionata;Sede di plesso;"Scuola dell'Infanzia e Scuola Primaria Paritaria ad indirizzo europeo - ""M. Montessori";;POINT (7.659120991216625 45.07921494715047);45.07921494715047;7.659120991216625
426;A. EINSTEIN;TORINO;VIA GIOVANNI PACINI 28;6;10154;011 2476103;011 2476105;tois01800r@liceoeinsteintorino.it;http://www.liceoeinsteintorino.it/;SCUOLA SEC. II GRADO;LICEO;LICEO SCIENTIFICO;statale;;;Sede centrale;"Istituto d'istruzione Secondaria Superiore - ""Einstein""";;POINT (7.699769570033991 45.08592641224588);45.08592641224588;7.699769570033991
427;PRINCIPESSA DI PIEMONTE;TORINO;VIA GIOVANNI PAISIELLO 1;6;10154;011 852964;011 2490097;smmpaisiello@comune.torino.it;http://www.comune.torino.it;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.698428690793297 45.08916788308368);45.089167883083675;7.698428690793297
428;SAN DOMENICO SAVIO;TORINO;VIA GIOVANNI PAISIELLO 37;6;10154;011 2304191;011 2304165;primaria@michelerua.it;http://www.michelerua.it/primaria;SCUOLA PRIMARIA;;;non statale;paritaria;;Sede di Plesso;;;POINT (7.701441088558833 45.09146907538388);45.09146907538388;7.701441088558833
429;MAMMA MARGHERITA;TORINO;VIA GIOVANNI PAISIELLO 42;6;10154;011 2304171;011 2304166;direttrice.materna@michelerua.it;http://www.michelerua.it;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;;;POINT (7.700896261483514 45.09075753697805);45.090757536978046;7.700896261483514
430;MICHELE RUA;TORINO;VIA GIOVANNI PAISIELLO 44;6;10154;011 2304118;011 2304180;segreteria@michelerua.it;http://www.michelerua.it;SCUOLA SEC. I GRADO;;;non statale;paritaria;;Sede centrale;;;POINT (7.70130941818922 45.09109147201278);45.09109147201278;7.70130941818922
431;PLANA;TORINO;VIA GIOVANNI PLANA 2;1;10123;011 4429347;011 4429354;smmplana@comune.torino.it;http://www.comune.torino.it/servizi educativi;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.693370322750117 45.06497814736916);45.06497814736916;7.693370322750117
432;EDI FRANCHETTI;TORINO;VIA GIOVANNI RANDACCIO 60;5;10147;011 19508383;011 213642;toee00400r@istruzione.it;http://www.circolodidatticoallievo.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Allievo""";;POINT (7.683391153075426 45.10028210510022);45.10028210510022;7.6833911530754255
433;S. MARIA GORETTI;TORINO;VIA GIOVANNI SERVAIS 135;4;10146;011 722454;011 722454;scuola.goretti@tiscali.it;http://scuola.goretti@tiscali.it;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;;;POINT (7.62287048380845 45.08388917015703);45.08388917015703;7.62287048380845
434;SCUOLA D'INFANZIA;TORINO;VIA GIOVANNI SERVAIS 62;4;10146;011 710358 - 011 799163;011 710358;giuseppina.rizza@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.631664453628493 45.08377426846082);45.08377426846082;7.631664453628493
435;ANNA BECHIS;TORINO;VIA GIOVANNI TOMMASO TERRANEO 1;5;10151;011 7393757;011 7393668;TOIC873005@istruzione.it;http://www.padregemelli.it;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Istituto Comprensivo - ""Padre Gemelli""";;POINT (7.644514976109445 45.09821215211778);45.09821215211778;7.644514976109445
436;NORBERTO BOBBIO;TORINO;VIA GIOVENALE ANCINA 15;6;10154;011 200148;011 201525;segreteria@mediabobbio.torino.it;http://share.dschola.it/viasanthia/;SCUOLA SEC. I GRADO;;;statale;;;Sede staccata;"Istituto Secondario I grado - ""Norberto Bobbio""";;POINT (7.710384555690124 45.09375525697259);45.09375525697259;7.710384555690124
437;ANCONA;TORINO;VIA ANCONA 2;7;10152;011 2487524;011 19704641;smmancona@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.690561277443107 45.07890498399428);45.078904983994285;7.690561277443107
438;SCUOLA D'INFANZIA;TORINO;VIA GIOVENALE ANCINA 29;6;10154;011 200156;011 2462524;smmancina@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.71105043312357 45.09448619178866);45.09448619178866;7.71105043312357
439;I.C. VIA SIDOLI;TORINO;VIA GIUDITTA SIDOLI 10;8;10135;011 3171096;011 7393668;TOIC88200X@ISTRUZIONE.IT;http://www.cddogliotti.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Dogliotti""";;POINT (7.64702712851929 45.02740139569701);45.027401395697005;7.64702712851929
440;P. GOBETTI;TORINO;VIA GIULIA DI BAROLO 33;7;10124;011 8172325;011 8177061;segreteria@liceogobetti.it;http://www.lsgobetti.torino.it;SCUOLA SEC. II GRADO;LICEO;LICEO SCIENTIFICO;statale;;;Succursale;"Istituto d'istruzione Secondaria Superiore - ""Piero Gobetti""";;POINT (7.700541615210843 45.07055136185382);45.07055136185382;7.7005416152108435
441;GIOBERTI;TORINO;VIA GIULIA DI BAROLO 33;7;10124;011 882701;011 882701;succursale@liceogioberti.it;http://www.liceogioberti.it;SCUOLA SEC. II GRADO;LICEO;LICEO LINGUISTICO;statale;;;Scuola coordinata;"Istituto d'istruzione Secondaria Superiore - ""Gioberti""";;POINT (7.700541615210843 45.07055136185382);45.07055136185382;7.7005416152108435
442;GIOBERTI;TORINO;VIA GIULIA DI BAROLO 33;7;10124;011 882701;011 882701;succursale@liceogioberti.it;http://www.liceogioberti.it/;SCUOLA SEC. II GRADO;LICEO;LICEO CLASSICO;statale;;;Succursale;"Istituto d'istruzione Secondaria Superiore - ""Gioberti""";;POINT (7.700541615210843 45.07055136185382);45.07055136185382;7.7005416152108435
443;SAN FRANCESCO  D'ASSISI;TORINO;VIA GIULIA DI BAROLO 8;1;10124;011 8122190;011 8154026;TOIC815005@istruzione.it;http://www.tommaseo.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Istituto Comprensivo - ""Niccol¿mmaseo""";;POINT (7.695992804710326 45.0668424007814);45.0668424007814;7.695992804710326
444;PRIMO;TORINO;VIA GIULIO CARCANO 31;7;10153;011 285895 - 011 285931 - 011 285895;011 286014;ufficioallievi@primoart.it;http://www.primoart.it;SCUOLA SEC. II GRADO;LICEO;LICEO ARTISTICO;statale;;;Sede centrale;"Istituto d'istruzione Secondaria Superiore - ""Primo Liceo Artistico Statale""";;POINT (7.717057772678896 45.07719989963185);45.07719989963185;7.7170577726788965
445;GIOVANNI VILLATA;TORINO;STRADA DEL MEISINO 73;7;10132;011 8996256;011 8996256;toic81800l@istruzione.it;http://www.gozzi-olivetti.org;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Istituto Comprensivo - ""Gozzi Olivetti""";;POINT (7.730599759994123 45.08769675497571);45.08769675497571;7.730599759994123
446;BONCOMPAGNI;TORINO;STRADA DEL MEISINO 73;7;10132;011 8995482;011 8995482;smmsangiuseppecafasso@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.730599759994123 45.08769675497571);45.08769675497571;7.730599759994123
447;L. LAGRANGE;TORINO;VIA GIUSEPPE GENE' 14;7;10152;011 5215536;011 5215519;segreteria@lagrangetorino.it;http://www.lagrangetorino.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERVIZI SOCIALI;statale;;;Scuola coordinata;"Istituto d'istruzione Secondaria Superiore - ""Lagrange""";;POINT (7.690044508745363 45.0763410870888);45.0763410870888;7.690044508745363
448;L. LAGRANGE;TORINO;VIA GIUSEPPE GENE' 14;7;10152;011 5215536;011 5215519;segreteria@lagrangetorino.it;http://www.lagrangetorino.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERV. COMM. TURIS. PUBBL;statale;;;Sede centrale;"Istituto d'istruzione Secondaria Superiore - ""Lagrange""";;POINT (7.690044508745363 45.0763410870888);45.0763410870888;7.690044508745363
449;L. LAGRANGE;TORINO;VIA GIUSEPPE GENE' 14;7;10152;011 5215536;011 5215519;segreteria@lagrangetorino.it;http://www.lagrangetorino.it;SCUOLA SEC. II GRADO;I.T. SETT ECONOMICO;I.T. PER IL TURISMO;statale;;;Sezione differenziata;"Istituto d'istruzione Secondaria Superiore - ""Lagrange""";;POINT (7.690044508745363 45.0763410870888);45.0763410870888;7.690044508745363
450;A. MANZONI;TORINO;VIA GIUSEPPE GIACOSA 25;8;10125;011 6699446;011 6690069;TOIC81900C@istruzione.it;http://www.icmanzoni.org;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Istituto Comprensivo - ""Manzoni""";;POINT (7.682201023017154 45.05477608748311);45.054776087483106;7.6822010230171545
451;SUORE FRANCESCANE ANGELINE;TORINO;VIA GIUSEPPE GIUSTI 6;1;10121;011 5629746;011 5611105;istitutosuorefrancescane@tin.it;http://www.isfa.it;SCUOLA PRIMARIA;;;non statale;paritaria;;Sede di Plesso;;;POINT (7.666341685378304 45.070063073158);45.070063073158;7.666341685378304
452;I.T.I.  INTERNAZIONALE;TORINO;VIA GIUSEPPE MARIA BONZANIGO 8;4;10144;011 4733623 - 011 4731377;011 488312;internazion@hotmail.com;http://www.itiinternazionale.it;SCUOLA SEC. II GRADO;I.T. SETT TECNOLOGICO;I.T. INDUSTRIALE;non statale;paritaria;;Sede centrale;"Istituto Paritario ""Internazionale""";;POINT (7.669086245393735 45.07971603985594);45.07971603985594;7.669086245393735
453;I.T.I. INTERNAZIONALE SEZ. SERALE;TORINO;VIA GIUSEPPE MARIA BONZANIGO 8;4;10144;011 4733623 - 011 4731377;011 488312;internazion@hotmail.com;http://www.itiinternazionale.it;SCUOLA SEC. II GRADO;I.T. SETT TECNOLOGICO;I.T. INDUSTRIALE;non statale;paritaria;;Sede centrale;"Istituto Paritario ""Internazionale""";;POINT (7.669086245393735 45.07971603985594);45.07971603985594;7.669086245393735
454;I.P.I.A. INTERNAZIONALE;TORINO;VIA GIUSEPPE MARIA BONZANIGO 8;4;10144;011 4733623 - 011 4731377;011 488312;internazion@hotmail.com;http://www.itiinternazionale.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SANITARIO E AUSILIARIO;non statale;paritaria;;Sezione differenziata;"Istituto Paritario ""Internazionale""";;POINT (7.669086245393735 45.07971603985594);45.07971603985594;7.669086245393735
455;MASSIMO D'AZEGLIO;TORINO;VIA GIUSEPPE PARINI 8;1;10121;011 540751;011 5624207;dazeglio@liceomassimodazeglio.it;http://www.liceomassimodazeglio.it;SCUOLA SEC. II GRADO;LICEO;LICEO CLASSICO;statale;;;Sede centrale;Istituto d'istruzione Secondaria Superiore - Liceo Classico Statale D'Azeglio;;POINT (7.675785927164466 45.06495494666056);45.064954946660556;7.675785927164466
456;UGO FOSCOLO;TORINO;VIA GIUSEPPE PIAZZI 57;1;10129;011 3185201;011 3190630;segreteriascolastica@scuolafoscolo.it;http://www.scuolafoscolo.it;SCUOLA SEC. I GRADO;;;statale;;;Sede centrale;"Istituto Secondario I grado - ""Ugo Foscolo""";;POINT (7.65848258067952 45.05191904569422);45.05191904569422;7.65848258067952
457;PIERO GOBETTI;TORINO;VIA GIUSEPPE ROMITA 19;2;10137;011 3098434;011 3112989;TOEE06900G@istruzione.it;http://share.dschola.it/ddgobetti;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Gobetti""";;POINT (7.627058114899565 45.04742472887968);45.04742472887968;7.627058114899565
458;BRUNELLA;TORINO;VIA GIUSEPPE ROMITA 19;2;10137;011 3112971;011 3092489;smmromita@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.627058114899565 45.04742472887968);45.04742472887968;7.627058114899565
459;ANGIOLO GAMBARO;TORINO;VIA GIUSEPPE TALUCCHI 19;4;10143;011 4375788;011 4375788;toee030009@istruzione.it;http://www.gambaro.scuole.piemonte.it;SCUOLA PRIMARIA;;;statale;;;Sede di Plesso;"Circolo Didattico - ""Gambaro""";;POINT (7.660388847564152 45.07774124056122);45.077741240561224;7.660388847564152
460;SANTA RITA;TORINO;VIA GIUSEPPE VERNAZZA 41;2;10136;011 396201;01  329016;scuolamaterna@srita.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;;;POINT (7.646348381008059 45.04574573346004);45.04574573346004;7.6463483810080595
461;MARIA TERESA;TORINO;VIA GOFFREDO MAMELI 18;7;10152;011 19507196;;smmmameli@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.683768410792893 45.07931893959324);45.07931893959324;7.683768410792893
462;CASA DEI BAMBINI MONT.;TORINO;VIA GOFFREDO CASALIS 54;3;10138;011 4471380;011 4476164;elemalfieri@tin.it;http://www.ddvittorioalfieri.it/;SCUOLA D'INFANZIA;;;statale;;;Sede di plesso;"Direzione Didattica ""Vittorio Alfieri""";;POINT (7.658490780802381 45.07511599257963);45.07511599257963;7.6584907808023805
463;COLOMBATTO;TORINO;VIA GORIZIA 7;2;10136;011 3293993;011 323871;colombatto@tin.it;http://www.alberghierotorino.it;SCUOLA SEC. II GRADO;I.P. SETT SERVIZI;I. P. SERVIZI ALBERGHIERI;statale;;;Sede centrale;"Istituto d'istruzione Secondaria Superiore - ""Giuseppina Colombatto""";;POINT (7.64194863719334 45.05302216789343);45.05302216789343;7.64194863719334
464;GRAZIA DELEDDA;TORINO;VIA GRAZIA DELEDDA 9;7;10153;011 8980123;011 8998963;smmdeledda@comune.torino.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;comunale;Sede di plesso;;;POINT (7.720857350388997 45.07560612007795);45.07560612007795;7.720857350388997
465;STIMMATE S. FRANCESCO;TORINO;VIA GRAZIADIO ASCOLI 38;4;10144;011 485368;011 485368;sculamat@scuolastimmate.191.it;;SCUOLA D'INFANZIA;;;non statale;paritaria;convenzionata;Sede di plesso;;;POINT (7.66803017593703 45.08591059833883);45.08591059833883;7.66803017593703
466;DI VIA GUBBIO;TORINO;VIA GUBBIO 47;5;10149;011 215688;011 2166788;tomm256006@istruzione.it;;SCUOLA SEC. I GRADO;;;statale;;;Succursale;"Istituto Secondario I grado - ""P. G. Frassati""";;POINT (7.665024774503753 45.09586042863491);45.095860428634914;7.665024774503753
