ID_CHIESA;FK_TIPO_CH;TIPO_CHIES;DENOMINAZ;INDIRIZZO;CITTA;CAP;CIRCOSCRIZ;TELEFONO;FAX;EMAIL;URL;ZONA_VICAR;UNITA_PAST;PARROCCO;CONFESSION;ORARIO;COD_DIOCES;ABIT_PARRO;NOM_U_PAST;geometry;LATITUDE;LONGITUDE;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
99;1;PARROCCHIALE;Santa Croce;VIA GATTINARA 12;TORINO;10153;7;011 888247;011 8607813;parr.santa.croce@diocesi.torino.it;http://www.s-croce.it/;6.0;16.0;POPULIN don Roberto;Chiesa Cattolica;;57.0;10550.0;Unita' Pastorale N.16 - Santa Croce;POINT (7.708581499889799 45.07422334261443);45.07422334261443;7.7085814998897995;8;Vanchiglia;Aurora, Vanchiglia - Sassi - Madonna del Pilone
72;1;PARROCCHIALE;S. Giuseppe Lavoratore;CORSO VERCELLI 206;TORINO;10155;6;011 2463294;;parr.s.giuseppe@diocesi.torino.it;http://www4.diocesi.torino.it/schede/parr075.htm;7.0;15.0;RECLUTA don Livio S.D.B.;Chiesa Cattolica;;75.0;12050.0;Unita' Pastorale N.15 - Rebaudengo-Falchera;POINT (7.696769460117365 45.10572364902507);45.10572364902507;7.696769460117365;19;Falchera;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
89;1;PARROCCHIALE;S. Pio X;VIA DEI PIOPPI 15;TORINO;10156;6;011 2620827;;;http://www4.diocesi.torino.it/schede/parr092.htm;7.0;15.0;MONTANELLI don Adelino;Chiesa Cattolica;;92.0;3370.0;Unita' Pastorale N.15 - Rebaudengo-Falchera;POINT (7.710103290724948 45.12647215919073);45.126472159190726;7.710103290724948;19;Falchera;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
83;1;PARROCCHIALE;S. Michele Arcangelo;CORSO VERCELLI 396;TORINO;10156;6;011 2621792;;;http://www4.diocesi.torino.it/schede/parr086.htm;7.0;15.0;AMORE don Antonio;Chiesa Cattolica;;86.0;4440.0;Unita' Pastorale N.15 - Rebaudengo-Falchera;POINT (7.706262011551646 45.117349464738);45.117349464738;7.7062620115516465;19;Falchera;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
14;1;PARROCCHIALE;Gesu' Salvatore;VIA DEGLI ULIVI 25;TORINO;10156;6;011 2623645;011 2621863;;http://www4.diocesi.torino.it/schede/parr014.htm;7.0;15.0;MONTANELLI don Adelino;Chiesa Cattolica;;14.0;3610.0;Unita' Pastorale N.15 - Rebaudengo-Falchera;POINT (7.713048595845859 45.13184072363521);45.131840723635214;7.7130485958458594;19;Falchera;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
161;2;NON PARROCCHIALE;S. Michele Arcangelo (succursale);CORSO VERCELLI 483 int. 1;TORINO;10156;6;;;;;;;;Chiesa Cattolica;;;;;POINT (7.709814434246504 45.11888321856054);45.11888321856054;7.709814434246504;19;Falchera;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
80;1;PARROCCHIALE;S. Maria di Superga;STRADA ALLA PARROCCHIA DI SOPERGA 106;TORINO;10132;7;011 890083;;;http://www4.diocesi.torino.it/schede/parr083.htm;10.0;23.0;AUDISIO don Stefano;Chiesa Cattolica;;;;Unita' Pastorale N.23 - Sassi;POINT (7.768005704420552 45.07857634670023);45.07857634670023;7.768005704420552;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
168;2;NON PARROCCHIALE;Sacro Cuore di Gesu' (SS.Redentore);STRADA VAL S. MARTINO 109;TORINO;10131;7;011/8191045;;;;;;;Chiesa Cattolica;Fest.8.30;;;;POINT (7.721903897595557 45.05620622384835);45.05620622384835;7.721903897595557;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
301;2;NON PARROCCHIALE;Gesu' Maestro (B.ta Rosa);STRADA DEL MEISINO 23;TORINO;10132;7;0118991810;;;;;;;Chiesa Cattolica;Fest.11: Prefest. 17;;;;POINT (7.732684133525154 45.08822831926657);45.08822831926657;7.732684133525154;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
23;1;PARROCCHIALE;Madonna del Pilone;CORSO CASALE 195;TORINO;10132;7;011 8980448;011 8980448;;http://www.creasitogratis.net/madonnadelpilone;10.0;23.0;TESIO don Giovanni;Chiesa Cattolica;;23.0;3750.0;Unita' Pastorale N.23 - Sassi;POINT (7.724484373881768 45.07002703070811);45.07002703070811;7.724484373881768;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
74;1;PARROCCHIALE;S. Grato in Mongreno;STRADA MONGRENO 344;TORINO;10132;7;011 890676;;;http://www4.diocesi.torino.it/schede/parr077.htm;10.0;23.0;AUDISIO don Stefano;Chiesa Cattolica;;;;Unita' Pastorale N.23 - Sassi;POINT (7.753249201564436 45.06172956154384);45.061729561543835;7.753249201564436;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
3;1;PARROCCHIALE;Assunzione di Maria Vergine - Reaglie;STRADA DI REAGLIE 1;TORINO;10132;7;346 0840103;;;http://www4.diocesi.torino.it/schede/parr004.htm;10.0;23.0;COLLO can. Carlo;Chiesa Cattolica;;4.0;1050.0;Unita' Pastorale N.23 - Sassi;POINT (7.744578372558491 45.05820438918193);45.05820438918193;7.744578372558491;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
24;1;PARROCCHIALE;Madonna del Rosario;PIAZZA GIOVANNI DALLE BANDE NERE 15;TORINO;10132;7;011 8980192;;;http://www4.diocesi.torino.it/schede/parr024.htm;10.0;23.0;AUDISIO don Stefano;Chiesa Cattolica;;24.0;4740.0;Unita' Pastorale N.23 - Sassi;POINT (7.733394498304824 45.08019845230407);45.08019845230407;7.733394498304824;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
40;1;PARROCCHIALE;Nostra Signora del SS. Sacramento;VIA CASALBORGONE 16;TORINO;10132;7;011 8191531;011 8191531;;http://www4.diocesi.torino.it/schede/parr040.htm;10.0;23.0;ISSOGLIO don Aldo;Chiesa Cattolica;;40.0;6000.0;Unita' Pastorale N.23 - Sassi;POINT (7.713863714871247 45.0669258119601);45.066925811960104;7.7138637148712474;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
119;2;NON PARROCCHIALE;Gesu' (Chiesa del);VIA LOMELLINA 44;TORINO;10132;7;011/8998810;;;;;;;Chiesa Cattolica;"Fest.18.15; Prefest.18.15";;;;POINT (7.722860649145142 45.0681088087094);45.068108808709404;7.722860649145142;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
173;2;NON PARROCCHIALE;SS. Redentore;STRADA VAL S. MARTINO 7;TORINO;10131;7;;;;;;;;;;;;;POINT (7.71320281284931 45.06409755147816);45.064097551478156;7.71320281284931;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
175;2;NON PARROCCHIALE;Basilica di Superga - Nativita' di Maria Vergine;STRADA DELLA BASILICA DI SOPERGA 73;TORINO;10132;7;011/8980083;;;;;;;Chiesa Cattolica;"Fest.10-11-12-17 (ora sol.) - 18 (ora leg.); Prefest.17 (ora sol.) - 18 (ora leg.)";;;;POINT (7.76781873307657 45.08058786821524);45.08058786821524;7.76781873307657;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
84;1;PARROCCHIALE;S. Monica;VIA VADO 9;TORINO;10126;8;011 6636714;;parr.s.monica@diocesi.torino.it;http://www.diocesi.torino.it/parr087;9.0;21.0;D'ARIA don Daniele;Chiesa Cattolica;;87.0;5300.0;Unita' Pastorale N.21 - Lingotto;POINT (7.667775920440378 45.03062334943834);45.030623349438336;7.667775920440378;9;Nizza mille fonti;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
42;1;PARROCCHIALE;Patrocinio di S. Giuseppe;VIA PIETRO BAIARDI 8;TORINO;10126;8;011 6960422;;parr.patrocinio@diocesi.torino.it;http://www4.diocesi.torino.it/schede/parr042.htm;9.0;21.0;D'ARIA don Daniele;Chiesa Cattolica;;42.0;11000.0;Unita' Pastorale N.21 - Lingotto;POINT (7.669529528240339 45.03513389577703);45.03513389577703;7.669529528240339;9;Nizza mille fonti;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
2;1;PARROCCHIALE;Assunzione di Maria Vergine - Lingotto;VIA NIZZA 355;TORINO;10127;8;011 6965802;011 6315049;parr.lingotto@torino.chiesacattolica.it;http://www4.diocesi.torino.it/schede/parr003.htm;9.0;21.0;COHA don Giuseppe;Chiesa Cattolica;;3.0;13200.0;Unita' Pastorale N.21 - Lingotto;POINT (7.663916584910256 45.02260739905431);45.02260739905431;7.663916584910256;9;Nizza mille fonti;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
159;2;NON PARROCCHIALE;S. Michele Arcangelo;VIA GENOVA 8 bis/A;TORINO;10126;8;011/6964160;;;;;;;Chiesa Cattolica;Fest. 9-11-17 (escl. lug-ago);;;;POINT (7.672215601291614 45.04084547413577);45.04084547413577;7.672215601291614;9;Nizza mille fonti;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
302;2;NON PARROCCHIALE;Nativita' di Maria SS.;VIA SPOTORNO 43;TORINO;10126;8;0116964150;;;;;;;Chiesa Cattolica;;;;;POINT (7.667678552818146 45.03107845563812);45.03107845563812;7.667678552818146;9;Nizza mille fonti;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
98;1;PARROCCHIALE;Sacro Cuore di Maria;VIA FEDERICO CAMPANA 8;TORINO;10125;8;011 6699083;011 6682225;parr.sacro.cuore.maria@diocesi.torino.it;http://www4.diocesi.torino.it/schede/parr045.htm;2.0;4.0;TEFNIN don Jean Marcel;Chiesa Cattolica;;45.0;600.0;Unita' Pastorale N.04 - Sacro Cuore;POINT (7.678181090702435 45.05498606957347);45.054986069573474;7.678181090702435;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
120;2;NON PARROCCHIALE;Immacolata;VIA MADAMA CRISTINA 134;TORINO;10126;8;;;;;;;;Chiesa Cattolica;Fest.10.30 (escl.lug-ago);;;;POINT (7.672897954495428 45.04364485078737);45.043644850787366;7.672897954495428;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
129;2;NON PARROCCHIALE;Maria Consolatrice;VIA ILARIONE PETITTI 24/C;TORINO;10126;8;;;;;;;;Chiesa Cattolica;;;;;POINT (7.674341808742765 45.04610815902144);45.046108159021436;7.674341808742765;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
152;2;NON PARROCCHIALE;S. Giovanni Evangelista;CORSO VITTORIO EMANUELE II 13;TORINO;10125;8;011/6590511;;;;;;;Chiesa Cattolica;"Fest. 8-10-11-12 (in lingua filippina) -18; Prefest. 18";;;;POINT (7.685418556425978 45.06006124635648);45.06006124635648;7.6854185564259785;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
97;1;PARROCCHIALE;Sacro Cuore di Gesu';VIA NIZZA 56;TORINO;10126;8;011 6698650;011 6687979;sacrocuoreparrocchia@libero.it;http://www4.diocesi.torino.it/schede/parr044.htm;2.0;4.0;FANTIN don Luciano;Chiesa Cattolica;;44.0;24000.0;Unita' Pastorale N.04 - Sacro Cuore;POINT (7.673725278677276 45.04935368364517);45.049353683645165;7.673725278677276;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
102;1;PARROCCHIALE;Santi Pietro e Paolo Apostoli;VIA SALUZZO 25 bis;TORINO;10125;8;011 6505176;011 6693085;parr.pietroepaolo@yahoo.it;http://www4.diocesi.torino.it/schede/parr103.htm;2.0;4.0;MERGOLA don Mauro S.D.B.;Chiesa Cattolica;;103.0;14000.0;Unita' Pastorale N.04 - Sacro Cuore;POINT (7.678698606393292 45.05795897469685);45.05795897469685;7.678698606393292;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
121;2;NON PARROCCHIALE;Immacolata Concezione;VIA NIZZA 47;TORINO;10125;8;011/6505551;;;;;;;Chiesa Cattolica;Fest.10.30 (escl.lug-ago);;;;POINT (7.676066862072036 45.05446188681226);45.054461886812255;7.6760668620720365;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
105;1;PARROCCHIALE;Santi Apostoli;VIA PALMIRO TOGLIATTI 35;TORINO;10135;2;011 346181;;parr.santi.apostoli@diocesi.torino.it - ufficio@santiapostoli.it;http://www.santiapostoli.org;9.0;20.0;SUARDI don Gianmarco;Chiesa Cattolica;;101.0;9500.0;Unita' Pastorale N.20 - Mirafiori sud;POINT (7.633340587296348 45.01611263308301);45.01611263308301;7.633340587296348;23;Mirafiori Sud;Santa Rita - Mirafiori
111;1;PARROCCHIALE;Visitazione di Maria Vergine e S. Barnaba;STRADA CASTELLO DI MIRAFIORI 42;TORINO;10135;2;011 341177;011 343234;parr.visitazione.maria@diocesi.torino.it;http://www4.diocesi.torino.it/schede/parr110.htm;9.0;20.0;SUARDI don Gianmarco;Chiesa Cattolica;;110.0;3430.0;Unita' Pastorale N.20 - Mirafiori sud;POINT (7.627975848858473 45.0120155953997);45.0120155953997;7.6279758488584735;23;Mirafiori Sud;Santa Rita - Mirafiori
124;2;NON PARROCCHIALE;Madonna di Loreto (succ. Parrocchia S.Remigio);VIA LUIGI CHIALA 14;TORINO;10127;2;011/6060422;;;;;;;Chiesa Cattolica;"Fest.9; Prefest.18";;;;POINT (7.653320094696435 45.0162076226927);45.0162076226927;7.653320094696435;23;Mirafiori Sud;Santa Rita - Mirafiori
131;2;NON PARROCCHIALE;Maria Madre della Speranza - Cimitero Sud;VIA AGOSTINO BERTANI 80;TORINO;10137;2;011/3113411;;;;;;;Chiesa Cattolica;Fest.9.30-11;;;;POINT (7.603470155710667 45.03225677883275);45.03225677883275;7.603470155710667;23;Mirafiori Sud;Santa Rita - Mirafiori
90;1;PARROCCHIALE;S. Remigio Vescovo;VIA DOMENICO MILLELIRE 51;TORINO;10127;2;011 6053694;;;http://www4.diocesi.torino.it/schede/parr093.htm;9.0;20.0;PERLO don Bartolo;Chiesa Cattolica;;93.0;9080.0;Unita' Pastorale N.20 - Mirafiori sud;POINT (7.650708521751969 45.01281179339992);45.01281179339992;7.650708521751969;23;Mirafiori Sud;Santa Rita - Mirafiori
5;1;PARROCCHIALE;Beati Parroci Federico Albert e Clemente Marchisio;VIA MONTE CENGIO 8;TORINO;10135;2;011 3978477;011 3471263;beati.parroci@virgilio.it;http://www4.diocesi.torino.it/schede/parr006.htm;9.0;20.0;FASSIO don Corrado;Chiesa Cattolica;;6.0;7500.0;Unita' Pastorale N.20 - Mirafiori sud;POINT (7.624575348058661 45.01856691204846);45.018566912048456;7.624575348058661;23;Mirafiori Sud;Santa Rita - Mirafiori
77;1;PARROCCHIALE;S. Luca Evangelista;VIA CELESTE NEGARVILLE 14;TORINO;10135;2;011 3471300;011 3283490;parrocchiasanluca@davide.it;http://www.parrocchiasanluca.net ;9.0;20.0;NOTA don Giuseppe;Chiesa Cattolica;;80.0;7000.0;Unita' Pastorale N.20 - Mirafiori sud;POINT (7.612105531094576 45.02024608280095);45.02024608280095;7.612105531094576;23;Mirafiori Sud;Santa Rita - Mirafiori
140;2;NON PARROCCHIALE;S. Andrea Apostolo;VIA TORRAZZA PIEMONTE 25;TORINO;10127;2;011/6053672;;;;;;;Chiesa Cattolica;Fest.10.30(escl. ago.);;;;POINT (7.657726570404393 45.01686770354357);45.016867703543575;7.657726570404393;23;Mirafiori Sud;Santa Rita - Mirafiori
118;2;NON PARROCCHIALE;Gesu'  Cristo Re;LUNGO DORA NAPOLI 76;TORINO;10152;7;011/852401;;;;;;;Chiesa Cattolica;"Fest.9-16.30 (ora sol.) -17 (ora leg. escl. lug-set); Prefest.16.30(ora sol.) -17 (ora leg. escl. lug-set)";;;;POINT (7.678189604085915 45.08704258161863);45.08704258161863;7.678189604085915;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
126;2;NON PARROCCHIALE;Basilica Maria SS. Ausiliatrice - Santuario;VIA MARIA AUSILIATRICE 32;TORINO;10152;7;011/52241;;;;;;;Chiesa Cattolica;"Fest.6-7-8-9-10-11-12-17.30-18.30-21; Prefest.18";;;;POINT (7.676045299897791 45.08077130561737);45.08077130561737;7.676045299897791;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
167;2;NON PARROCCHIALE;Cottolengo - S. Vincenzo De Paoli e S. Antonio Abate;VIA S. PIETRO IN VINCOLI 12;TORINO;10152;7;011/5225111;;;;;;;Chiesa Cattolica;Fest.10-17;;;;POINT (7.680782785897577 45.080882626676);45.080882626676;7.680782785897577;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
62;1;PARROCCHIALE;S. Gioacchino;VIA VITTORIO AMEDEO CIGNAROLI 3;TORINO;10152;7;011 4365831;011 4362797;parr.s.gioacchino@diocesi.torino.it;http://www.diocesi.torino.it/parr066;7.0;14.0;OKON padre Benjamin;Chiesa Cattolica;;66.0;14000.0;Unita' Pastorale N.14 - Barriera di Milano;POINT (7.686268482873357 45.07932807815795);45.07932807815795;7.6862684828733565;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
10;1;PARROCCHIALE;Gesu' Crocifisso e Madonna delle Lacrime;VIA GIAVENO 39;TORINO;10152;7;011 238332;;;http://www4.diocesi.torino.it/schede/parr010.htm;7.0;14.0;CHEULA don Stefano;Chiesa Cattolica;;10.0;7925.0;Unita' Pastorale N.14 - Barriera di Milano;POINT (7.680678142033641 45.08926657598582);45.089266575985825;7.680678142033641;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
31;1;PARROCCHIALE;Maria Ausiliatrice;PIAZZA MARIA AUSILIATRICE 9;TORINO;10152;7;011 5224650;011 5224690;;http://www4.diocesi.torino.it/schede/parr031.htm;7.0;1.0;DURANDO don Claudio S.D.B.;Chiesa Cattolica;;31.0;11250.0;Unita' Pastorale N.01 - Cattedrale;POINT (7.675920840206842 45.08048082870123);45.080480828701226;7.675920840206842;7;Aurora;Aurora, Vanchiglia - Sassi - Madonna del Pilone
