ID_FARMACI;DENOMINAZ;INDIRIZZO;CIRCOSCRIZ;CAP;CITTA;TELEFONO;FAX;EMAIL;URL;CHIUS_INV;FERIE;ORARIO_INV;ORARIO_EST;NOTTURNA;COMUNALE;geometry;LATITUDE;LONGITUDE;QUARTIERE;DQUARTIERE;DCIRCOSCRIZ
92;DANTE;CORSO DANTE 78;8;10126;TORINO;011-6961712;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;9,00/12,30-15,00/19,30;8,45/12,45-15,30/19,30;NO;non comunale;POINT (7.677082568210433 45.04655006099733);45.04655006099733;7.677082568210433;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
98;DEL CORSO;VIA SALUZZO 1;8;10125;TORINO;011-6699414;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;9,00/14,00-15,00/19,15;9,00/14,00-15,15/19,30;NO;non comunale;POINT (7.680586765835368 45.06171834008639);45.06171834008639;7.680586765835368;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
127;GANI s.n.c.;VIA NIZZA 108;8;10126;TORINO;011-6965221;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;Mar/Ven 8,30-19,30 Sab Mat: 8,30/13,30 Lun Pom: 13,30/19,30;Mar/Ven 8,30-19,30 Sab Mat: 8,30/13,30 Lun Pom: 13,30/19,30;NO;non comunale;POINT (7.671487925930037 45.04359139028335);45.04359139028335;7.671487925930037;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
175;NIZZA;VIA NIZZA 65;8;10125;TORINO;011-6699259;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;SI;non comunale;POINT (7.675485218854323 45.0531045467827);45.0531045467827;7.675485218854323;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
201;PORTIS;VIA MADAMA CRISTINA 37;8;10125;TORINO;011-6699385;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;8,30/13,00-15,30/19,30;8,30/13,00-15,30/19,30;NO;non comunale;POINT (7.681829772597809 45.05599109555988);45.055991095559875;7.681829772597809;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
214;SACRO CUORE s.n.c.;VIA NIZZA 115/D;8;10126;TORINO;011-6698355;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;9,00-19,00;9,00-19,00;NO;non comunale;POINT (7.673461290478624 45.0479785441867);45.0479785441867;7.673461290478624;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
233;SAN SALVATORE;VIA NIZZA 27;8;10125;TORINO;011-6699926;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011 e dal 29 mggio al 5 giugno 2011;9,00/12,45-15,15/19,30;9,00/12,45-15,15/19,30;NO;non comunale;POINT (7.677792823020971 45.05868824417905);45.05868824417905;7.677792823020971;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
245;SANTA MATILDE;VIA MADAMA CRISTINA 78;8;10126;TORINO;011-6699543;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;8,45/12,30-15,00/19,15;8,45/12,30-15,15/19,30;NO;non comunale;POINT (7.677502226609001 45.05019025231404);45.05019025231404;7.6775022266090005;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
275;TORINO ESPOSIZIONI;CORSO MASSIMO D'AZEGLIO 100;8;10126;TORINO;011-6964027;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011 e dal 29 mggio al 5 giugno 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.677458174531111 45.04451028340982);45.04451028340982;7.677458174531111;2;San Salvario;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
20;BOCCACCIO;VIA GIOVANNI BOCCACCIO 16;7;10132;TORINO;011-893603;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,30/13,00-15,00/19,30;8,30/13,00-15,00/19,30;NO;non comunale;POINT (7.721152756820795 45.06857173641065);45.06857173641065;7.721152756820795;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
239;SANTA CROCE;CORSO CASALE 204;7;10132;TORINO;011-8995586;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,30/13,00-15,30/19,30;8,30/13,00-15,30/19,30;NO;non comunale;POINT (7.725439354735603 45.06999631633168);45.06999631633168;7.725439354735603;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
261;SASSI;CORSO CASALE 316;7;10132;TORINO;011-8980155;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dal 1° al 28 agosto 2011;8,30/12,30-14,00/19,30;8,30/12,30-14,00/19,30;NO;non comunale;POINT (7.731800753869114 45.07958326596123);45.079583265961226;7.7318007538691145;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
271;SUBALPINA;VIA CASTELNUOVO 5;7;10132;TORINO;011-8195566;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dal 4 al 24 luglio e dal 29 mggio al 5 giugno 2011;9,00/13,00-15,00/19,30;8,30/13,00-15,30/19,30;NO;non comunale;POINT (7.710678070769945 45.06673925257508);45.066739252575076;7.710678070769945;21;Madonna del Pilone;Aurora, Vanchiglia - Sassi - Madonna del Pilone
21;BONANNO;CORSO REGINA MARGHERITA 256;4;10144;TORINO;011-4375015;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011 e dal 29 mggio al 5 giugno 2011;8,30/12,30-15,00/19,30;8,30/12,30-15,00/19,30;NO;non comunale;POINT (7.66085604048733 45.08449686578742);45.08449686578742;7.66085604048733;6;San Donato;San Donato - Campidoglio - Parella
23;BORELLI;VIA S. DONATO 9;4;10144;TORINO;011-487712;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.667604987787963 45.0784236794007);45.0784236794007;7.667604987787963;6;San Donato;San Donato - Campidoglio - Parella
84;COMUNALE 44;VIA LUIGI CIBRARIO 72;4;10144;TORINO;011-4371380;;;http://www.fctorinospa.it/index.php?option=com_ana;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;8,30-19,30;8,30-19,30;NO;comunale;POINT (7.656313711777235 45.08146655339596);45.081466553395956;7.656313711777235;6;San Donato;San Donato - Campidoglio - Parella
90;CRIDA;VIA LUIGI CIBRARIO 88;4;10143;TORINO;011-740823;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.65392777042691 45.08227105985645);45.082271059856446;7.65392777042691;6;San Donato;San Donato - Campidoglio - Parella
169;MONGE;CORSO REGINA MARGHERITA 218;4;10144;TORINO;011-484756;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,30/12,30-15,30/19,30;8,30/12,30-15,30/19,30;NO;non comunale;POINT (7.667136560708275 45.08242125541473);45.08242125541473;7.667136560708275;6;San Donato;San Donato - Campidoglio - Parella
221;SAN DONATO;VIA S. DONATO 55;4;10144;TORINO;011-480970;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;8,30-19,30;8,30-19,30;NO;non comunale;POINT (7.661797612991731 45.08143208639701);45.08143208639701;7.661797612991731;6;San Donato;San Donato - Campidoglio - Parella
251;SANTA ZITA;VIA LUIGI CIBRARIO 33;4;10143;TORINO;011-4371816;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,30/13,00-14,30/19,30;8,30/13,00-14,30/19,30;NO;non comunale;POINT (7.662761416198449 45.07895913658794);45.07895913658794;7.662761416198449;6;San Donato;San Donato - Campidoglio - Parella
253;SANT'ALFONSO;CORSO ALESSANDRO TASSONI 66;4;10144;TORINO;011-4376728;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.65616400555726 45.08441885589056);45.08441885589056;7.65616400555726;6;San Donato;San Donato - Campidoglio - Parella
270;STROPPIANA;CORSO SVIZZERA 42;4;10143;TORINO;011-7496064;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,30/12,30-15,30/19,30;8,30/12,30-15,30/19,30;NO;non comunale;POINT (7.650461607208091 45.07994619758036);45.07994619758036;7.650461607208091;6;San Donato;San Donato - Campidoglio - Parella
27;BORGO CROCETTA;CORSO ALCIDE DE GASPERI 6;1;10129;TORINO;011-595215;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;9,00-19,30;9,00-19,30;NO;non comunale;POINT (7.662770989142486 45.05843015637858);45.05843015637858;7.662770989142486;3;Crocetta;Centro - Crocetta
72;COMUNALE 25;CORSO VITTORIO EMANUELE II 65;1;10128;TORINO;011-542825;;;http://www.fctorinospa.it/index.php?option=com_ana;Sempre Aperta;Sempre Aperta;7,00-19,30;7,00-19,30;NO;comunale;POINT (7.675327016934387 45.0637173946167);45.0637173946167;7.6753270169343875;3;Crocetta;Centro - Crocetta
91;DANIELE;CORSO DUCA DEGLI ABRUZZI 66;1;10129;TORINO;011-596944;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;8,30/13,00-15,00/19,30;8,30/13,00-15,00/19,30;NO;non comunale;POINT (7.658429685505199 45.05688972346978);45.05688972346978;7.658429685505199;3;Crocetta;Centro - Crocetta
100;DEL LEONE;VIA S. SECONDO 46;1;10128;TORINO;011-5818929;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dal 1° al 28 agosto 2011;Mar/Ven 8,30-19,30 Sab Mat: 8,30/14,00 Lun Pom: 14,00/19,30;Mar/Ven 8,30-19,30 Sab Mat: 8,30/14,00 Lun Pom: 14,00/19,30;NO;non comunale;POINT (7.672774178420309 45.0586439861325);45.0586439861325;7.672774178420309;3;Crocetta;Centro - Crocetta
125;GALILEO;VIA GIUSEPPE E ANTONIO CARLE 5;1;10128;TORINO;011-599526;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;8,30/12,30-15,00/19,00;8,30/12,30-15,00/19,00;NO;non comunale;POINT (7.662775824381536 45.05234834235647);45.05234834235647;7.662775824381536;3;Crocetta;Centro - Crocetta
156;MAGNO;VIA CRISTOFORO COLOMBO 42;1;10129;TORINO;011-596777;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,30-19,30;8,45-19,30;NO;non comunale;POINT (7.658940466382157 45.058672609024);45.058672609024;7.658940466382157;3;Crocetta;Centro - Crocetta
159;MARIA CRISTINA s.a.s.;CORSO ALCIDE DE GASPERI 69;1;10129;TORINO;011-596774;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,30/13,00-15,00/19,30;8,30/13,00-15,30/19,30;NO;non comunale;POINT (7.656920029669315 45.05335133762432);45.05335133762432;7.656920029669315;3;Crocetta;Centro - Crocetta
161;MAURIZIANA;CORSO FILIPPO TURATI 46;1;10128;TORINO;011-5183302;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio 2011;9,00/13,00-14,00/18,30;9,00/13,00-14,00/19,00;NO;non comunale;POINT (7.667007767338625 45.05137334651553);45.051373346515525;7.667007767338625;3;Crocetta;Centro - Crocetta
189;PICCO;VIA PAOLO SACCHI 46;1;10128;TORINO;011-5817629;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011;Mar/Ven 9,00-19,30 Sab Mat: 9,00/13,00 Lun Pom: 13,00/19,30;Mar/Ven 9,00-19,30 Sab Mat: 9,00/13,00 Lun Pom: 13,00/19,30;NO;non comunale;POINT (7.673286616963843 45.05724654687707);45.05724654687707;7.673286616963843;3;Crocetta;Centro - Crocetta
198;PORTA NUOVA;VIA PAOLO SACCHI 4;1;10128;TORINO;011-545372;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,00-19,30;8,00-19,3;NO;non comunale;POINT (7.677103336742871 45.0626116784106);45.0626116784106;7.677103336742871;3;Crocetta;Centro - Crocetta
203;RE UMBERTO s.n.c.;CORSO RE UMBERTO 38;1;10128;TORINO;011-545690;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio 2011;9,00/13,30-15,00/19,30;9,00/13,30-15,00/19,30;NO;non comunale;POINT (7.670744932530301 45.06043038524647);45.06043038524647;7.670744932530301;3;Crocetta;Centro - Crocetta
234;SAN SECONDO;VIA S. SECONDO 9;1;10128;TORINO;011-545677;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,45/13,15-14,00/19,30;8,45/13,15-14,00/19,30;NO;non comunale;POINT (7.675372535350785 45.06200113533876);45.06200113533876;7.675372535350785;3;Crocetta;Centro - Crocetta
254;SANT'ANNA;CORSO GERMANO SOMMEILLER 31;1;10128;TORINO;011-5683523;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;8,30/13,00-15,00/19,30;8,30/13,00-15,00/19,30;NO;non comunale;POINT (7.669746688729784 45.05629754255391);45.05629754255391;7.669746688729784;3;Crocetta;Centro - Crocetta
255;SANT'ANTONIO;CORSO VITTORIO EMANUELE II 121;1;10128;TORINO;011-541200;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'11 al 31 luglio 2011;8,30/13,00-15,00/19,30;8,30/13,00-15,00/19,30;NO;non comunale;POINT (7.663814080166021 45.06791351962196);45.06791351962196;7.663814080166021;3;Crocetta;Centro - Crocetta
31;BORGO VITTORIA s.n.c.;VIA CHIESA DELLA SALUTE 64;5;10147;TORINO;011-259561;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;8,30/13,00-14,30/19,30;8,30/13,00-15,00/19,30;NO;non comunale;POINT (7.680113347923632 45.09767436844776);45.09767436844776;7.680113347923632;17;Borgata Vittoria;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
33;BREGLIO;VIA BREGLIO 16;5;10147;TORINO;011-250804;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio e dal 29 mggio al 5 giugno 2011;8,30/13,00-15,00/19,30;8,30/13,00-15,00/19,30;NO;non comunale;POINT (7.683750213891653 45.0986871016129);45.098687101612896;7.683750213891653;17;Borgata Vittoria;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
43;CAVANNA s.n.c.;VIA GAETANO MOSCA 1;5;10147;TORINO;011-212932;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.677342302651959 45.10118413074021);45.10118413074021;7.677342302651959;17;Borgata Vittoria;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
49;CHIERICI;VIA CHIESA DELLA SALUTE 105;5;10147;TORINO;011-296688;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio 2011;8,30/13,00-15,15/19,15;8,30/13,00-15,15/19,15;NO;non comunale;POINT (7.680937892824421 45.10185479192053);45.10185479192053;7.680937892824421;17;Borgata Vittoria;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
74;COMUNALE 29;VIA ORVIETO 10;5;10149;TORINO;011-259460;;;http://www.fctorinospa.it/index.php?option=com_ana;sabato pom./lunedi' matt.;dal 1° al 28 agosto 2011;9,00/13,00-15,30/19,30;9,00/13,00-15,30/19,30;NO;comunale;POINT (7.670710843126274 45.0915748782613);45.0915748782613;7.670710843126274;17;Borgata Vittoria;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
145;LORENZETTI;VIA STRADELLA 36;5;10147;TORINO;011-290551;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;8,30/13,00-15,00/19,30;8,30/13,00-15,00/19,30;NO;non comunale;POINT (7.67690971529304 45.09241218140883);45.092412181408825;7.67690971529304;17;Borgata Vittoria;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
152;MADONNA DELLA SALUTE;PIAZZA DELLA VITTORIA 29;5;10147;TORINO;011-2161594;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011 e dal 29 mggio al 5 giugno 2011;8,30/13,00-15,00/19,00;8,30/13,00-15,00/19,00;NO;non comunale;POINT (7.676805814403695 45.09567088414423);45.09567088414423;7.6768058144036955;17;Borgata Vittoria;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
231;SAN ROCCO;CORSO GROSSETO 165;5;10147;TORINO;011-210866;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;8,30/12,30-15,00/19,30;8,30/12,30-15,00/19,30;NO;non comunale;POINT (7.675600029401846 45.10437751129435);45.10437751129435;7.675600029401846;17;Borgata Vittoria;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
240;SANTA ELISABETTA s.a.s.;CORSO GROSSETO 66;5;10148;TORINO;011-2202286;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;8,45/12,45-15,00/19,00;8,45/12,45-15,00/19,00;NO;non comunale;POINT (7.683240018587259 45.10443956025191);45.10443956025191;7.683240018587259;17;Borgata Vittoria;Borgo Vittoria - Madonna di Campagna - Lucento - Vallette
35;BULLIO DRANZON;CORSO RACCONIGI 184;3;10141;TORINO;011-3851352;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio 2011;8,30/12,30-15,30/19,30;8,30/12,30-15,30/19,30;NO;non comunale;POINT (7.646580817702689 45.05831091277523);45.058310912775234;7.646580817702689;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
36;BUSATTI BORGO SAN PAOLO s.a.s.;VIA MONGINEVRO 57;3;10141;TORINO;011-331252;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 24 luglio 2011;8,30-19,30;8,30-19,30;NO;non comunale;POINT (7.646442350900166 45.06455151825995);45.06455151825995;7.646442350900166;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
132;GILLONE;VIA MONGINEVRO 105;3;10141;TORINO;011-3855876;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;8,45/13,00-15,00/19,30;8,45/13,00-15,00/19,30;NO;non comunale;POINT (7.639785406248839 45.06446712735332);45.064467127353325;7.639785406248839;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
162;MAZZOLI;CORSO CARLO E NELLO ROSSELLI 106;3;10129;TORINO;011-3182660;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;9,00/13,00-15,00/19,30;9,00/13,00-15,00/19,30;NO;non comunale;POINT (7.653549849327185 45.05386857073148);45.05386857073148;7.6535498493271845;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
216;SAN BERNARDINO s.n.c.;VIA PAOLO BRACCINI 101;3;10141;TORINO;011-3859726;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;8,45/12,30-15,00/19,15;8,45/12,30-15,00/19,15;NO;non comunale;POINT (7.645971876661386 45.06053242284266);45.06053242284266;7.645971876661386;4;San Paolo;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna
37;CALANDRA s.n.c.;VIA CRESCENTINO 34;6;10154;TORINO;011-2482611;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.697999296450459 45.09116320915597);45.09116320915597;7.697999296450459;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
47;CERVINO;CORSO VERCELLI 111;6;10155;TORINO;011-852450;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011 e dal 29 mggio al 5 giugno 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.691130059828732 45.09502749057167);45.095027490571674;7.6911300598287315;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
109;DELLE MADDALENE s.n.c.;PIAZZA OTTORINO RESPIGHI 3;6;10154;TORINO;011-2426557;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;8,45/13,30-15,15/19,30;8,45/13,30-15,15/19,30;NO;non comunale;POINT (7.703919550983033 45.09311163567351);45.09311163567351;7.703919550983033;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
117;DORA;VIA FRANCESCO CIGNA 118;6;10155;TORINO;011-852253;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 4 al 31 luglio 2011;9,00-19,30;9,00-19,30;NO;non comunale;POINT (7.686039945122207 45.09263470994058);45.09263470994058;7.686039945122207;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
135;GRANERO s.n.c.;VIA BRANDIZZO 90;6;10154;TORINO;011-858540;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dal 1° al 28 agosto 2011;9,00/12,45-15,00/19,15;9,00/12,45-15,00/19,15;NO;non comunale;POINT (7.702498066451728 45.09021470112157);45.09021470112157;7.702498066451728;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
151;MADONNA DELLA PACE;CORSO PALERMO 119;6;10154;TORINO;011-852073;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,30/12,30-15,30/19,30;8,30/12,30-15,30/19,30;NO;non comunale;POINT (7.693308865214515 45.09024618246532);45.09024618246532;7.693308865214515;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
172;MONTEROSA s.n.c.;CORSO GIULIO CESARE 158;6;10154;TORINO;011-2422809;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'11 al 31 luglio 2011;8,30/13,00-15,00/19,30;8,30/13,00-15,30/19,30;NO;non comunale;POINT (7.69646384023296 45.09611199362434);45.09611199362434;7.69646384023296;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
177;OMEOPATICA DABBENE;VIA BOLOGNA 91;6;10154;TORINO;011-284094;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;Mar/Ven 8,30-19,30 Sab Mat: 8,30/14,00 Lun Pom: 14,00/19,30;Mar/Ven 8,30-19,30 Sab Mat: 8,30/14,00 Lun Pom: 14,00/19,30;NO;non comunale;POINT (7.699547680114945 45.0844001165766);45.084400116576596;7.699547680114945;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
195;POLICLINICO;VIA SEMPIONE 112;6;10155;TORINO;011-2053235;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011;8,30-19,30;8,30-19,30;NO;non comunale;POINT (7.693751277853376 45.09859072589018);45.09859072589018;7.693751277853376;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
211;ROBINO;VIA PIER LUIGI PALESTRINA 49;6;10155;TORINO;011-855966;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato o mercoledi' settimane alterne;dall'8 al 28 agosto 2011 e dal 24 aprile al 1° maggio 2011;9,00/12,30-15,00/19,30;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.688022763084781 45.09451867036601);45.09451867036601;7.688022763084781;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
264;SEMPIONE;CORSO GIULIO CESARE 118;6;10154;TORINO;011-2482096;;;http://www.farmapiemonte.org/trovafarmacie.lasso;sabato pom./lunedi' matt.;dall'8 al 28 agosto 2011;9,00/12,30-14,45/19,15;9,00/12,30-15,00/19,30;NO;non comunale;POINT (7.694418884601204 45.09298330276253);45.092983302762526;7.6944188846012045;18;Barriera di Milano;Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto
