AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA;ANNOSCOLASTICO;INDIRIZZO_TOT;LATITUDE;LONGITUDE;formatted_address;geometry;QUARTIERE;DQUARTIERE;CIRCOSCRIZ;DCIRCOSCRIZ
NORD OVEST;10133;L219;TOEE01800P;TOEE01805X;"D.D. TORINO - ""D'AZEGLIO""";D'AZEGLIO-DON BOSCO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01800P@istruzione.it;Non Disponibile;VIA MANARA 10;TORINO;PIEMONTE;share.dschola.it/rdazeglioto/default.aspx;201718;VIA MANARA 10, TORINO, Italia;45.0561319;7.693811800000001;Via Luciano Manara, 10, 10133 Torino TO, Italy;POINT (7.693811800000001 45.0561319);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOEE01800P;TOEE018061;"D.D. TORINO - ""D'AZEGLIO""";D'AZEGLIO- SAN GIACOMO;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOEE01800P@istruzione.it;Non Disponibile;STRADA SAN VINCENZO 44;TORINO;PIEMONTE;share.dschola.it/rdazeglioto/default.aspx;201718;STRADA SAN VINCENZO 44, TORINO, Italia;45.0470677;7.715786099999999;Str. S. Vincenzo, 44, 10131 Torino TO, Italy;POINT (7.715786099999999 45.0470677);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOIS066006;TOIS066006;A. GOBETTI MARCHESINI - CASALE - ARDUINO;A. GOBETTI MARCHESINI - CASALE - ARDUINO;NORMALE;TORINO;ISTITUTO SUPERIORE;SI;Non Disponibile;TOIS066006@istruzione.it;TOIS066006@pec.istruzione.it;VIA FIGLIE MILITARI 25;TORINO;PIEMONTE;Non Disponibile;201718;VIA FIGLIE MILITARI 25, TORINO, Italia;45.0643227;7.709643499999999;Via Figlie dei Militari, 25, 10131 Torino TO, Italy;POINT (7.709643499999999 45.0643227);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;TOMM25900N;TOMM25900N;TORINO - NIEVO - MATTEOTTI;TORINO - NIEVO - MATTEOTTI;NORMALE;TORINO;SCUOLA PRIMO GRADO;SI;Non Disponibile;TOMM25900N@istruzione.it;tomm25900n@pec.istruzione.it;VIA        MENTANA             14;TORINO;PIEMONTE;http://www.nievomatteotti.gov.it;201718;VIA        MENTANA             14, TORINO, Italia;45.05531930000001;7.6934845;Via Mentana, 14, 10133 Torino TO, Italy;POINT (7.6934845 45.05531930000001);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOEE01800P;TOAA01802G;"D.D. TORINO - ""D'AZEGLIO""";D'AZEGLIO - SANTA  MARGHERITA;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE01800P@istruzione.it;Non Disponibile;STRADA S.VINCENZO N. 144;TORINO;PIEMONTE;www.scuolarobertodazeglio.gov.it;201718;STRADA S.VINCENZO N. 144, TORINO, Italia;45.05189;7.718590000000002;Str. S. Vincenzo, 144, 10131 Torino TO, Italy;POINT (7.718590000000002 45.05189);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOEE01800P;TOAA01803L;"D.D. TORINO - ""D'AZEGLIO""";D'AZEGLIO  -  VILLA GENERO;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE01800P@istruzione.it;Non Disponibile;STRADA SANTA MARGHERITA, 177;TORINO;PIEMONTE;www.scuolarobertodazeglio.gov.it;201718;STRADA SANTA MARGHERITA, 177, TORINO, Italia;45.053276700000005;7.716792;Strada Comunale Santa Margherita, 177, 10131 Torino TO, Italy;POINT (7.716792 45.0532767);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10126;L219;TOEE05100A;TOAA051038;"D.D. TORINO - ""PELLICO""";PELLICO-C.SO MONCALIERI,N.4;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE05100A@istruzione.it;Non Disponibile;C.SO MONCALIERI, N.400;TORINO;PIEMONTE;WEB.TISCALI.IT/CIRCOLOPELLICO/;201718;C.SO MONCALIERI, N.400, TORINO, Italia;45.023996600000004;7.675235300000001;Corso Moncalieri, 400, 10133 Torino TO, Italy;POINT (7.675235300000001 45.0239966);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;TOEE05100A;TOAA051027;"D.D. TORINO - ""PELLICO""";PELLICO - BORGARELLO;NORMALE;TORINO;SCUOLA INFANZIA;NO;Non Disponibile;TOEE05100A@istruzione.it;Non Disponibile;CORSO SICILIA 24;TORINO;PIEMONTE;WEB.TISCALI.IT/CIRCOLOPELLICO/;201718;CORSO SICILIA 24, TORINO, Italia;45.0415695;7.6823714999999995;Corso Sicilia, 24, 10133 Torino TO, Italy;POINT (7.682371499999999 45.0415695);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOPS270001;TOPS270001;SC.INTERN.EUROPEA STAT.A.SPINELLI;SC.INTERN.EUROPEA STAT.A.SPINELLI;NORMALE;TORINO;LICEO SCIENTIFICO;SI;TOPS270001;TOPS270001@istruzione.it;tops270001@pec.istruzione.it;VIA FIGLIE DEI MILITARI 25;TORINO;PIEMONTE;www.istitutoaltierospinelli.eu;201718;VIA FIGLIE DEI MILITARI 25, TORINO, Italia;45.0643227;7.709643499999999;Via Figlie dei Militari, 25, 10131 Torino TO, Italy;POINT (7.709643499999999 45.0643227);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOPS270001;TOPS270001;SC.INTERN.EUROPEA STAT.A.SPINELLI;SC.INTERN.EUROPEA STAT.A.SPINELLI;NORMALE;TORINO;LICEO SCIENTIFICO;SI;TOPS270001;TOPS270001@istruzione.it;tops270001@pec.istruzione.it;VIA FIGLIE DEI MILITARI 25;TORINO;PIEMONTE;www.istitutoaltierospinelli.eu;201718;VIA FIGLIE DEI MILITARI 25, TORINO, Italia;45.0643227;7.709643499999999;Via Figlie dei Militari, 25, 10131 Torino TO, Italy;POINT (7.709643499999999 45.0643227);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOIS066006;TOTD06602D;A. GOBETTI MARCHESINI - CASALE - ARDUINO;ARDUINO;NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;TOIS066006@istruzione.it;Non Disponibile;VIA FIGLIE DEI MILITARI 25;TORINO;PIEMONTE;www.gmca.gov.it;201718;VIA FIGLIE DEI MILITARI 25, TORINO, Italia;45.0643227;7.709643499999999;Via Figlie dei Militari, 25, 10131 Torino TO, Italy;POINT (7.709643499999999 45.0643227);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOIS066006;TOTD06602D;A. GOBETTI MARCHESINI - CASALE - ARDUINO;ARDUINO;NORMALE;TORINO;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;TOIS066006@istruzione.it;Non Disponibile;VIA FIGLIE DEI MILITARI 25;TORINO;PIEMONTE;www.gmca.gov.it;201718;VIA FIGLIE DEI MILITARI 25, TORINO, Italia;45.0643227;7.709643499999999;Via Figlie dei Militari, 25, 10131 Torino TO, Italy;POINT (7.709643499999999 45.0643227);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOIC86400A;TOIC86400A;"I.C. TORINO - ""SPINELLI""";"I.C. TORINO - ""SPINELLI""";NORMALE;TORINO;ISTITUTO COMPRENSIVO;NO;TOPS270001;TOIC86400A@istruzione.it;Non Disponibile;VIA FIGLIE DEI MILITARI, 25;TORINO;PIEMONTE;Non Disponibile;201718;VIA FIGLIE DEI MILITARI, 25, TORINO, Italia;45.0643227;7.709643499999999;Via Figlie dei Militari, 25, 10131 Torino TO, Italy;POINT (7.709643499999999 45.0643227);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOIS066006;TORI06601T;A. GOBETTI MARCHESINI - CASALE - ARDUINO;A. GOBETTI MARCHESINI;NORMALE;TORINO;IST PROF INDUSTRIA E ARTIGIANATO;NO;Non Disponibile;TOIS066006@istruzione.it;Non Disponibile;VIA FIGLIE MILITARI 27;TORINO;PIEMONTE;www.gmca.gov.it;201718;VIA FIGLIE MILITARI 27, TORINO, Italia;45.063976399999994;7.710037199999999;Via Figlie dei Militari, 27, 10131 Torino TO, Italy;POINT (7.710037199999999 45.06397639999999);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOIS066006;TORI066517;A. GOBETTI MARCHESINI - CASALE - ARDUINO;A. GOBETTI MARCHESINI;NORMALE;TORINO;IST PROF INDUSTRIA E ARTIGIANATO;NO;Non Disponibile;TOIS066006@istruzione.it;Non Disponibile;VIA FIGLIE DEI MILITARI 27;TORINO;PIEMONTE;www.zerboni.it;201718;VIA FIGLIE DEI MILITARI 27, TORINO, Italia;45.063976399999994;7.710037199999999;Via Figlie dei Militari, 27, 10131 Torino TO, Italy;POINT (7.710037199999999 45.06397639999999);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;TOEE01800P;TOEE01800P;"D.D. TORINO - ""D'AZEGLIO""";"D.D. TORINO - ""D'AZEGLIO""";NORMALE;TORINO;SCUOLA PRIMARIA;SI;Non Disponibile;TOEE01800P@istruzione.it;toee01800p@pec.istruzione.it;VIA SANTORRE SANTAROSA 11;TORINO;PIEMONTE;Non Disponibile;201718;VIA SANTORRE SANTAROSA 11, TORINO, Italia;45.06248009999999;7.7015723;Via Santorre di Santarosa, 11, 10131 Torino TO, Italy;POINT (7.7015723 45.06248009999999);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TO1A104002;;BORGNANA PICCO;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;C.so MONCALIERI 218;TORINO;PIEMONTE;www.borgnanapicco.it;201718;C.so MONCALIERI 218, TORINO, Italia;45.0404589;7.6826157;Corso Moncalieri, 218, 10133 Torino TO, Italy;POINT (7.6826157 45.0404589);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10123;L219;;TO1AG2500B;;SAINT DENIS SCHOOL;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;C.Moncalieri,52a- Via S.Massimo,21 bis;TORINO;PIEMONTE;www.saintdenisschool.it;201718;C.Moncalieri,52a- Via S.Massimo,21 bis, TORINO, Italia;45.05592;7.691747500000001;Corso Moncalieri, 52a, 10123 Torino TO, Italy;POINT (7.691747500000001 45.05592);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TOPS105001;;VALSALICE;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SCUOLA@LICEOVALSALICE.IT;Non Disponibile;V.LE THOVEZ 37;TORINO;PIEMONTE;www.liceovalsalice.it;201718;V.LE THOVEZ 37, TORINO, Italia;45.0543984;7.702055000000001;Viale Enrico Thovez, 37, 10131 Torino TO, Italy;POINT (7.702055000000001 45.0543984);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TOPS105001;;VALSALICE;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SCUOLA@LICEOVALSALICE.IT;Non Disponibile;V.LE THOVEZ 37;TORINO;PIEMONTE;www.liceovalsalice.it;201718;V.LE THOVEZ 37, TORINO, Italia;45.0543984;7.702055000000001;Viale Enrico Thovez, 37, 10131 Torino TO, Italy;POINT (7.702055000000001 45.0543984);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TOPS105001;;VALSALICE;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SCUOLA@LICEOVALSALICE.IT;Non Disponibile;V.LE THOVEZ 37;TORINO;PIEMONTE;www.liceovalsalice.it;201718;V.LE THOVEZ 37, TORINO, Italia;45.0543984;7.702055000000001;Viale Enrico Thovez, 37, 10131 Torino TO, Italy;POINT (7.702055000000001 45.0543984);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TOPC075007;;VALSALICE;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SCUOLA@LICEOVALSALICE.IT;Non Disponibile;V.LE THOVEZ 37;TORINO;PIEMONTE;www.liceovalsalice.it;201718;V.LE THOVEZ 37, TORINO, Italia;45.0543984;7.702055000000001;Viale Enrico Thovez, 37, 10131 Torino TO, Italy;POINT (7.702055000000001 45.0543984);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TOPC075007;;VALSALICE;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SCUOLA@LICEOVALSALICE.IT;Non Disponibile;V.LE THOVEZ 37;TORINO;PIEMONTE;www.liceovalsalice.it;201718;V.LE THOVEZ 37, TORINO, Italia;45.0543984;7.702055000000001;Viale Enrico Thovez, 37, 10131 Torino TO, Italy;POINT (7.702055000000001 45.0543984);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TOPC075007;;VALSALICE;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SCUOLA@LICEOVALSALICE.IT;Non Disponibile;V.LE THOVEZ 37;TORINO;PIEMONTE;www.liceovalsalice.it;201718;V.LE THOVEZ 37, TORINO, Italia;45.0543984;7.702055000000001;Viale Enrico Thovez, 37, 10131 Torino TO, Italy;POINT (7.702055000000001 45.0543984);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TO1M056001;;VALSALICE;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SCUOLA@LICEOVALSALICE.IT;Non Disponibile;V.LE THOVEZ 37;TORINO;PIEMONTE;www.liceovalsalice.it;201718;V.LE THOVEZ 37, TORINO, Italia;45.0543984;7.702055000000001;Viale Enrico Thovez, 37, 10131 Torino TO, Italy;POINT (7.702055000000001 45.0543984);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TO1M056001;;VALSALICE;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SCUOLA@LICEOVALSALICE.IT;Non Disponibile;V.LE THOVEZ 37;TORINO;PIEMONTE;www.liceovalsalice.it;201718;V.LE THOVEZ 37, TORINO, Italia;45.0543984;7.702055000000001;Viale Enrico Thovez, 37, 10131 Torino TO, Italy;POINT (7.702055000000001 45.0543984);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TO1M056001;;VALSALICE;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SCUOLA@LICEOVALSALICE.IT;Non Disponibile;V.LE THOVEZ 37;TORINO;PIEMONTE;www.liceovalsalice.it;201718;V.LE THOVEZ 37, TORINO, Italia;45.0543984;7.702055000000001;Viale Enrico Thovez, 37, 10131 Torino TO, Italy;POINT (7.702055000000001 45.0543984);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TO1E07500P;;SAINT DENIS SCHOOL;;TORINO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;CORSO MONCALIERI52/A;TORINO;PIEMONTE;www.saintdenisschool.it;201718;CORSO MONCALIERI52/A, TORINO, Italia;45.05592;7.691747500000001;Corso Moncalieri, 52a, 10123 Torino TO, Italy;POINT (7.691747500000001 45.05592);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TO1A033005;;M.L.RUBATTO;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmmoncalieri48@comune.torino.it;Non Disponibile;C.SO MONCALIERI 48;TORINO;PIEMONTE;Non Disponibile;201718;C.SO MONCALIERI 48, TORINO, Italia;45.056709999999995;7.6925500000000016;Corso Moncalieri, 48, 10133 Torino TO, Italy;POINT (7.692550000000002 45.05671);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10125;L219;;TO1A12700P;;ONORATO MORELLI;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;V.ASILO 3;TORINO;PIEMONTE;http://www.asilomorellittorino.it;201718;V.ASILO 3, TORINO, Italia;45.02872;7.68664;Via dell'Asilo, 3, 10133 Torino TO, Italy;POINT (7.68664 45.02872);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10126;L219;;TO1A12300B;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmronchi@comune.torino.it;Non Disponibile;Str.RONCHI 27;TORINO;PIEMONTE;Non Disponibile;201718;Str.RONCHI 27, TORINO, Italia;45.02924;7.691090000000001;Str. dei Ronchi, 27, 10133 Torino TO, Italy;POINT (7.691090000000001 45.02924);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TO1A03600L;;CADORNA-IST.ADORAZIONE PERPETUA DEL SACRO CUORE;;TORINO;SCUOLA INFANZIA NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.G.CURRENO 21;TORINO;PIEMONTE;Non Disponibile;201718;V.G.CURRENO 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TO1A032009;;D'AZEGLIO;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmlodovica@comune.torino.it;Non Disponibile;V.LODOVICA 2;TORINO;PIEMONTE;Non Disponibile;201718;V.LODOVICA 2, TORINO, Italia;45.0632314;7.7016606;Via Lodovica, 2, 10131 Torino TO, Italy;POINT (7.7016606 45.0632314);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TO1A28000C;;BUON CONSIGLIO;;TORINO;SCUOLA INFANZIA NON STATALE;;;BUON.CONSIGLIO@INFINITO.IT;Non Disponibile;V.SFORZESCA 10;TORINO;PIEMONTE;Non Disponibile;201718;V.SFORZESCA 10, TORINO, Italia;45.0577796;7.696733800000001;Via Sforzesca, 10, 10131 Torino TO, Italy;POINT (7.696733800000001 45.0577796);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TO1M03800B;;CADORNA;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.LE CURRENO 21;TORINO;PIEMONTE;Non Disponibile;201718;V.LE CURRENO 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TO1M03800B;;CADORNA;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.LE CURRENO 21;TORINO;PIEMONTE;Non Disponibile;201718;V.LE CURRENO 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TO1M03800B;;CADORNA;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.LE CURRENO 21;TORINO;PIEMONTE;Non Disponibile;201718;V.LE CURRENO 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TOPL01500D;;ADORAZIONE CADORNA;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.LE CURRENO 21;TORINO;PIEMONTE;www.adorazione.it;201718;V.LE CURRENO 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TOPL01500D;;ADORAZIONE CADORNA;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.LE CURRENO 21;TORINO;PIEMONTE;www.adorazione.it;201718;V.LE CURRENO 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TOPL01500D;;ADORAZIONE CADORNA;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.LE CURRENO 21;TORINO;PIEMONTE;www.adorazione.it;201718;V.LE CURRENO 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TOPS275004;;ADORAZIONE CADORNA;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.LE CURRENO 21;TORINO;PIEMONTE;www.adorazione.it;201718;V.LE CURRENO 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TOPS275004;;ADORAZIONE CADORNA;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.LE CURRENO 21;TORINO;PIEMONTE;www.adorazione.it;201718;V.LE CURRENO 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TOPS275004;;ADORAZIONE CADORNA;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.LE CURRENO 21;TORINO;PIEMONTE;www.adorazione.it;201718;V.LE CURRENO 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10133;L219;;TO1E003007;;ADORAZIONE CADORNA;;TORINO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;VIALE CURRENO, 21;TORINO;PIEMONTE;www.adorazione.it;201718;VIALE CURRENO, 21, TORINO, Italia;45.054145399999996;7.6947132;Viale Giacomo Curreno, 21, 10133 Torino TO, Italy;POINT (7.6947132 45.0541454);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10131;L219;;TO1E03000G;;BUON CONSIGLIO;;TORINO;SCUOLA PRIMARIA NON STATALE;;;BUON.CONSIGLIO@INFINITO.IT;Non Disponibile;VIA SFORZESCA, 6;TORINO;PIEMONTE;www.buonconsigliotorino.it;201718;VIA SFORZESCA, 6, TORINO, Italia;45.0575696;7.6965872000000015;Via Sforzesca, 6, 10131 Torino TO, Italy;POINT (7.696587200000002 45.0575696);22;Borgo Poe Cavoretto;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
NORD OVEST;10126;L219;TOIC8A100T;TOEE8A101X;I.C. TORINO - VITT.DA FELTRE;I.C.VITT.DA FELTRE-PRIMARIA;NORMALE;TORINO;SCUOLA PRIMARIA;NO;Non Disponibile;TOIC8A100T@istruzione.it;Non Disponibile;VIA FINALMARINA 5;TORINO;PIEMONTE;www.vittorinodafeltre.it;201718;VIA FINALMARINA 5, TORINO, Italia;45.0327218;7.669025100000002;Via Finalmarina, 5, 10126 Torino TO, Italy;POINT (7.669025100000002 45.0327218);9;Nizza mille fonti;8;San Salvario - Cavoretto - Borgo Po - Nizza Millefonti - Lingotto - Filadelfia
